Магазин,Наименование группы,Месяц/год,month_dt,Продажа/прогноз,Тип,Полный класс (доминирующий)
40 лет Октября,5(10000-24990) (STEPPER) (ж),2025-01,2025-01-31 14:45:54,774,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (ж),2025-02,2025-02-28 14:45:54,777,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (ж),2025-03,2025-03-31 14:45:54,779,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2024-03,2024-03-01 00:00:00,792,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2024-04,2024-04-01 00:00:00,837,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2024-05,2024-05-01 00:00:00,756,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2024-06,2024-06-01 00:00:00,717,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2024-07,2024-07-01 00:00:00,822,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2024-08,2024-08-01 00:00:00,868,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2024-09,2024-09-01 00:00:00,790,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2024-10,2024-10-01 00:00:00,744,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2024-11,2024-11-01 00:00:00,730,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2024-12,2024-12-01 00:00:00,740,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2025-01,2025-01-31 14:45:54,774,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2025-02,2025-02-28 14:45:54,777,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (STEPPER) (м),2025-03,2025-03-31 14:45:54,779,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2024-03,2024-03-01 00:00:00,792,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2024-04,2024-04-01 00:00:00,837,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2024-05,2024-05-01 00:00:00,756,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2024-06,2024-06-01 00:00:00,717,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2024-07,2024-07-01 00:00:00,822,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2024-08,2024-08-01 00:00:00,868,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2024-09,2024-09-01 00:00:00,790,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2024-10,2024-10-01 00:00:00,744,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2024-11,2024-11-01 00:00:00,730,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2024-12,2024-12-01 00:00:00,740,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2025-01,2025-01-31 14:45:54,774,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2025-02,2025-02-28 14:45:54,777,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (T-CHARGE) (м),2025-03,2025-03-31 14:45:54,779,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2024-03,2024-03-01 00:00:00,792,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2024-04,2024-04-01 00:00:00,837,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2024-05,2024-05-01 00:00:00,756,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2024-06,2024-06-01 00:00:00,717,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2024-07,2024-07-01 00:00:00,822,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2024-08,2024-08-01 00:00:00,868,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2024-09,2024-09-01 00:00:00,790,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2024-10,2024-10-01 00:00:00,744,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2024-11,2024-11-01 00:00:00,730,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2024-12,2024-12-01 00:00:00,740,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2025-01,2025-01-31 14:45:54,774,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2025-02,2025-02-28 14:45:54,777,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (ж),2025-03,2025-03-31 14:45:54,779,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2024-03,2024-03-01 00:00:00,792,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2024-04,2024-04-01 00:00:00,837,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2024-05,2024-05-01 00:00:00,756,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2024-06,2024-06-01 00:00:00,717,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2024-07,2024-07-01 00:00:00,822,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2024-08,2024-08-01 00:00:00,868,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2024-09,2024-09-01 00:00:00,790,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2024-10,2024-10-01 00:00:00,744,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2024-11,2024-11-01 00:00:00,730,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2024-12,2024-12-01 00:00:00,740,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2025-01,2025-01-31 14:45:54,774,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2025-02,2025-02-28 14:45:54,777,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TED BAKER) (м),2025-03,2025-03-31 14:45:54,779,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2024-03,2024-03-01 00:00:00,792,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2024-04,2024-04-01 00:00:00,837,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2024-05,2024-05-01 00:00:00,756,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2024-06,2024-06-01 00:00:00,717,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2024-07,2024-07-01 00:00:00,822,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2024-08,2024-08-01 00:00:00,868,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2024-09,2024-09-01 00:00:00,790,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2024-10,2024-10-01 00:00:00,744,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2024-11,2024-11-01 00:00:00,730,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2024-12,2024-12-01 00:00:00,740,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2025-01,2025-01-31 14:45:54,774,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2025-02,2025-02-28 14:45:54,777,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (ж),2025-03,2025-03-31 14:45:54,779,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2024-03,2024-03-01 00:00:00,792,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2024-04,2024-04-01 00:00:00,837,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2024-05,2024-05-01 00:00:00,756,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2024-06,2024-06-01 00:00:00,717,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2024-07,2024-07-01 00:00:00,822,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2024-08,2024-08-01 00:00:00,868,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2024-09,2024-09-01 00:00:00,790,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2024-10,2024-10-01 00:00:00,744,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2024-11,2024-11-01 00:00:00,730,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2024-12,2024-12-01 00:00:00,740,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2025-01,2025-01-31 14:45:54,774,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2025-02,2025-02-28 14:45:54,777,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (TRUSSARDI) (м),2025-03,2025-03-31 14:45:54,779,прогноз,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (VOGUE) (ж),2024-03,2024-03-01 00:00:00,792,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (VOGUE) (ж),2024-04,2024-04-01 00:00:00,837,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (VOGUE) (ж),2024-05,2024-05-01 00:00:00,756,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (VOGUE) (ж),2024-06,2024-06-01 00:00:00,717,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (VOGUE) (ж),2024-07,2024-07-01 00:00:00,822,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (VOGUE) (ж),2024-08,2024-08-01 00:00:00,868,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (VOGUE) (ж),2024-09,2024-09-01 00:00:00,790,факт,прямоугольные_металл_черный_M_L_M
40 лет Октября,5(10000-24990) (VOGUE) (ж),2024-10,2024-10-01 00:00:00,744,факт,прямоугольные_металл_черный_M_L_M
