article,brand,gender_frame,material,frame_type,form,color,lens_width,bridge_width,temples_length,price,cost,категория,class_style,class_size,class_full
SI-95219-F010,STEPPER,женские,титан,безободковая,бабочка,золотой,53.0,16.0,135.0,,,оптика,бабочка_титан_золотой,M_L_M,бабочка_титан_золотой_M_L_M
SI-95219-F080,STEPPER,женские,титан,безободковая,бабочка,сиреневый,53.0,16.0,135.0,,,оптика,бабочка_титан_сиреневый,M_L_M,бабочка_титан_сиреневый_M_L_M
SI-95419-F019,STEPPER,женские,титан,безободковая,бабочка,золотой,52.0,16.0,135.0,,,оптика,бабочка_титан_золотой,M_L_M,бабочка_титан_золотой_M_L_M
SI-95728-F012,STEPPER,женские,титан,безободковая,бабочка,золотой,52.0,16.0,135.0,,,оптика,бабочка_титан_золотой,M_L_M,бабочка_титан_золотой_M_L_M
SI-96119-F011,STEPPER,женские,титан,безободковая,бабочка,желтый,52.0,13.0,135.0,,,оптика,бабочка_титан_желтый,M_L_S,бабочка_титан_желтый_M_L_S
SI-96604-F012,STEPPER,женские,титан,безободковая,бабочка,,53.0,16.0,135.0,,,оптика,,M_L_M,
SI-96882-F029,STEPPER,женские,титан,безободковая,бабочка,,53.0,16.0,145.0,,,оптика,,L_L_M,
SI-97019-F015,STEPPER,женские,титан,безободковая,бабочка,золотой,53.0,16.0,135.0,,,оптика,бабочка_титан_золотой,M_L_M,бабочка_титан_золотой_M_L_M
SI-97019-F018,STEPPER,женские,титан,безободковая,бабочка,медный,53.0,16.0,135.0,,,оптика,бабочка_титан_медный,M_L_M,бабочка_титан_медный_M_L_M
SI-97334-F011,STEPPER,женские,титан,безободковая,бабочка,,52.0,16.0,135.0,,,оптика,,M_L_M,
SI-97334-F019,STEPPER,женские,титан,безободковая,бабочка,бронзовый,52.0,16.0,135.0,,,оптика,бабочка_титан_бронзовый,M_L_M,бабочка_титан_бронзовый_M_L_M
SI-97334-F028,STEPPER,женские,титан,безободковая,бабочка,серебристый,52.0,16.0,135.0,,,оптика,бабочка_титан_серебристый,M_L_M,бабочка_титан_серебристый_M_L_M
SI-97334-F038,STEPPER,женские,титан,безободковая,бабочка,бронзовый,52.0,16.0,135.0,,,оптика,бабочка_титан_бронзовый,M_L_M,бабочка_титан_бронзовый_M_L_M
SI-97518-F013,STEPPER,женские,титан,безободковая,бабочка,,53.0,13.0,135.0,,,оптика,,M_L_S,
SI-97698-F091,STEPPER,женские,титан,безободковая,бабочка,,54.0,13.0,135.0,,,оптика,,M_L_S,
SI-98083-F022,STEPPER,женские,титан,безободковая,бабочка,серебристый,54.0,16.0,135.0,,,оптика,бабочка_титан_серебристый,M_L_M,бабочка_титан_серебристый_M_L_M
SI-98083-F031,STEPPER,женские,титан,безободковая,бабочка,бронзовый,54.0,16.0,135.0,,,оптика,бабочка_титан_бронзовый,M_L_M,бабочка_титан_бронзовый_M_L_M
SI-98083-F033,STEPPER,женские,титан,безободковая,бабочка,красный,54.0,16.0,135.0,,,оптика,бабочка_титан_красный,M_L_M,бабочка_титан_красный_M_L_M
SI-98592-F030,STEPPER,женские,титан,безободковая,бабочка,сиреневый,52.0,16.0,135.0,,,оптика,бабочка_титан_сиреневый,M_L_M,бабочка_титан_сиреневый_M_L_M
SI-98852-F018,STEPPER,женские,титан,безободковая,бабочка,коричневый,55.0,17.0,135.0,,,оптика,бабочка_титан_коричневый,M_L_M,бабочка_титан_коричневый_M_L_M
SI-98864-F017,STEPPER,женские,титан,безободковая,бабочка,,53.0,17.0,135.0,,,оптика,,M_L_M,
SI-98864-F019,STEPPER,женские,титан,безободковая,бабочка,,53.0,17.0,135.0,,,оптика,,M_L_M,
SI-99022-F011,STEPPER,женские,титан,безободковая,бабочка,золотой,54.0,16.0,140.0,,,оптика,бабочка_титан_золотой,M_L_M,бабочка_титан_золотой_M_L_M
SI-99022-F019,STEPPER,женские,титан,безободковая,бабочка,сиреневый,54.0,16.0,140.0,,,оптика,бабочка_титан_сиреневый,M_L_M,бабочка_титан_сиреневый_M_L_M
SI-99407-F015,STEPPER,женские,титан,безободковая,бабочка,розовый,54.0,17.0,135.0,,,оптика,бабочка_титан_розовый,M_L_M,бабочка_титан_розовый_M_L_M
SI-99407-F018,STEPPER,женские,титан,безободковая,бабочка,золотой,54.0,17.0,135.0,,,оптика,бабочка_титан_золотой,M_L_M,бабочка_титан_золотой_M_L_M
SI-99407-F021,STEPPER,женские,титан,безободковая,бабочка,,,,,,,оптика,,L_L_L,
SI-99552-F010,STEPPER,женские,титан,безободковая,бабочка,золотой,55.0,17.0,135.0,,,оптика,бабочка_титан_золотой,M_L_M,бабочка_титан_золотой_M_L_M
SI-99617-F011,STEPPER,женские,титан,безободковая,кошачий глаз,бронзовый,55.0,16.0,135.0,,,оптика,кошачий глаз_титан_бронзовый,M_L_M,кошачий глаз_титан_бронзовый_M_L_M
SIAMA-02,XAVIER GARCIA,женские,пластик,ободковая,гексагон,многоцветный,52.0,16.0,138.0,,,оптика,гексагон_пластик_многоцветный,M_L_M,гексагон_пластик_многоцветный_M_L_M
SIAMA-03,XAVIER GARCIA,женские,пластик,ободковая,гексагон,многоцветный,52.0,16.0,138.0,,,оптика,гексагон_пластик_многоцветный,M_L_M,гексагон_пластик_многоцветный_M_L_M
SILAS-4,XAVIER GARCIA,универсальные,металл,ободковая,круглые,,45.0,23.0,145.0,,,оптика,,L_S_L,
SILKO-06,WOODYS,универсальные,пластик,ободковая,панто,синий,51.0,20.0,145.0,,,оптика,панто_пластик_синий,L_M_L,панто_пластик_синий_L_M_L
SIMON-02,XAVIER GARCIA,мужские,металл,ободковая,капли,синий/серебристый,53.0,18.0,145.0,,,оптика,капли_металл_синий/серебристый,L_L_L,капли_металл_синий/серебристый_L_L_L
SIMON-03,XAVIER GARCIA,мужские,металл,ободковая,капли,черный/оранжевый,53.0,18.0,145.0,,,оптика,капли_металл_черный/оранжевый,L_L_L,капли_металл_черный/оранжевый_L_L_L
SIMON-04,XAVIER GARCIA,мужские,металл,ободковая,капли,серый,53.0,18.0,145.0,,,оптика,капли_металл_серый,L_L_L,капли_металл_серый_L_L_L
SIMON-1,XAVIER GARCIA,мужские,металл,ободковая,капли,,53.0,18.0,145.0,,,оптика,,L_L_L,
SINNERGASM-II-MBK,CHROME HEARTS,мужские,металл,безободковая,прямоугольные,,55.0,19.0,143.0,,,оптика,,M_L_L,
SINNERGASM-II-SS,CHROME HEARTS,мужские,металл,безободковая,прямоугольные,,55.0,19.0,143.0,,,оптика,,M_L_L,
SIWA-712,MYKITA,универсальные,металл и пластик,ободковая,панто,серый,47.0,22.0,140.0,,,оптика,панто_металл и пластик_серый,M_S_L,панто_металл и пластик_серый_M_S_L
SLUNTRADICTION-MBK,CHROME HEARTS,универсальные,металл и пластик,ободковая,вайфайеры,,52.0,19.0,148.0,,,оптика,,L_L_L,
SLUNTRADICTION-WEPV/AS,CHROME HEARTS,универсальные,металл и пластик,ободковая,вайфайеры,,52.0,19.0,148.0,,,оптика,,L_L_L,
Soffffffff-I-AS,CHROME HEARTS,универсальные,металл,безободковая,панто,серебристый,49.0,20.0,148.0,,,оптика,панто_металл_серебристый,L_M_L,панто_металл_серебристый_L_M_L
SPINOZA-01,WOODYS,универсальные,металл и пластик,ободковая,панто,черный/серый,49.0,21.0,145.0,,,оптика,панто_металл и пластик_черный/серый,L_M_L,панто_металл и пластик_черный/серый_L_M_L
SPINOZA-02,WOODYS,универсальные,металл и пластик,ободковая,панто,многоцветный,49.0,21.0,145.0,,,оптика,панто_металл и пластик_многоцветный,L_M_L,панто_металл и пластик_многоцветный_L_M_L
Spirit 2333 P10 MF P25,LINDBERG,женские,титан,безободковая,круглые,серебристый,53.0,,,,,оптика,круглые_титан_серебристый,L_L_L,круглые_титан_серебристый_L_L_L
Spirit 2364 MF P10 612 PU,LINDBERG,женские,металл,безободковая,необычные,серебристый,52.0,,,,,оптика,необычные_металл_серебристый,L_L_L,необычные_металл_серебристый_L_L_L
Spirit 2375 P60 MF 611,LINDBERG,женские,титан,безободковая,бабочка,коричневый,,,,,,оптика,бабочка_титан_коричневый,L_L_L,бабочка_титан_коричневый_L_L_L
Spirit 2393 P10 MF 600 P1,LINDBERG,универсальные,титан,безободковая,квадратные,серебристый,54.0,,,,,оптика,квадратные_титан_серебристый,L_L_L,квадратные_титан_серебристый_L_L_L
Spirit 2404 P10 MF 609,LINDBERG,женские,титан,безободковая,круглые,серый,,,,,,оптика,круглые_титан_серый,L_L_L,круглые_титан_серый_L_L_L
SR064-1,SENSE EYEWEAR,женские,пластик,ободковая,бабочка,черепаховый,53.0,16.0,140.0,,,оптика,бабочка_пластик_черепаховый,M_L_M,бабочка_пластик_черепаховый_M_L_M
SR092-1,SENSE EYEWEAR,женские,пластик,ободковая,бабочка,черный,53.0,17.0,145.0,,,оптика,бабочка_пластик_черный,L_L_M,бабочка_пластик_черный_L_L_M
SR092-4,SENSE EYEWEAR,женские,пластик,ободковая,бабочка,синий,53.0,17.0,140.0,,,оптика,бабочка_пластик_синий,M_L_M,бабочка_пластик_синий_M_L_M
SR158-2,SENSE EYEWEAR,женские,металл,ободковая,бабочка,бордовый,54.0,15.0,145.0,,,оптика,бабочка_металл_бордовый,L_L_S,бабочка_металл_бордовый_L_L_S
SR165-2,SENSE EYEWEAR,мужские,металл,ободковая,квадратные,черный,55.0,15.0,147.0,,,оптика,квадратные_металл_черный,L_L_S,квадратные_металл_черный_L_L_S
SR165-3,SENSE EYEWEAR,мужские,металл,ободковая,квадратные,черный,55.0,15.0,147.0,,,оптика,квадратные_металл_черный,L_L_S,квадратные_металл_черный_L_L_S
SR165-4,SENSE EYEWEAR,мужские,металл,ободковая,квадратные,синий,55.0,15.0,147.0,,,оптика,квадратные_металл_синий,L_L_S,квадратные_металл_синий_L_L_S
STATESMAN THREE-2064-B BLK-GLD-52,DITA,мужские,металл и пластик,ободковая,прямоугольные,,52.0,18.0,147.0,,,оптика,,L_L_L,
Strip 9628 PU16 407,LINDBERG,универсальные,титан,полуободковая,необычные,серый,51.0,18.0,145.0,,,оптика,необычные_титан_серый,L_M_L,необычные_титан_серый_L_M_L
STS-10020-F280,STEPPER,женские,пластик,ободковая,бабочка,серый,55.0,13.0,135.0,,,оптика,бабочка_пластик_серый,M_L_S,бабочка_пластик_серый_M_L_S
STS-10020-F690,STEPPER,женские,пластик,ободковая,бабочка,зеленый,55.0,13.0,135.0,,,оптика,бабочка_пластик_зеленый,M_L_S,бабочка_пластик_зеленый_M_L_S
STS-10031-F900,STEPPER,женские,пластик,ободковая,бабочка,черный,53.0,13.0,135.0,,,оптика,бабочка_пластик_черный,M_L_S,бабочка_пластик_черный_M_L_S
STS-10080-F280,STEPPER,мужские,пластик,ободковая,прямоугольные,синий,55.0,15.0,140.0,,,оптика,прямоугольные_пластик_синий,M_L_S,прямоугольные_пластик_синий_M_L_S
STS-10080-F900,STEPPER,мужские,пластик,ободковая,прямоугольные,черный,55.0,15.0,140.0,,,оптика,прямоугольные_пластик_черный,M_L_S,прямоугольные_пластик_черный_M_L_S
STS-10087-F310,STEPPER,женские,пластик,ободковая,бабочка,,54.0,15.0,135.0,,,оптика,,M_L_S,
STS-10087-F900,STEPPER,женские,пластик,ободковая,бабочка,,54.0,15.0,135.0,,,оптика,,M_L_S,
STS-10097-F390,STEPPER,женские,пластик,ободковая,кошачий глаз,бежевый,51.0,14.0,135.0,,,оптика,кошачий глаз_пластик_бежевый,M_M_S,кошачий глаз_пластик_бежевый_M_M_S
STS-10097-F590,STEPPER,женские,пластик,ободковая,кошачий глаз,синий,51.0,14.0,135.0,,,оптика,кошачий глаз_пластик_синий,M_M_S,кошачий глаз_пластик_синий_M_M_S
STS-10097-F990,STEPPER,женские,пластик,ободковая,кошачий глаз,черный,51.0,14.0,135.0,,,оптика,кошачий глаз_пластик_черный,M_M_S,кошачий глаз_пластик_черный_M_M_S
STS-10109-F550,STEPPER,женские,пластик,ободковая,бабочка,синий,53.0,17.0,135.0,,,оптика,бабочка_пластик_синий,M_L_M,бабочка_пластик_синий_M_L_M
STS-10109-F660,STEPPER,женские,пластик,ободковая,бабочка,оливковый,53.0,17.0,135.0,,,оптика,бабочка_пластик_оливковый,M_L_M,бабочка_пластик_оливковый_M_L_M
STS-10109-F880,STEPPER,женские,пластик,ободковая,бабочка,бордовый,53.0,17.0,135.0,,,оптика,бабочка_пластик_бордовый,M_L_M,бабочка_пластик_бордовый_M_L_M
STS-10109-F900,STEPPER,женские,пластик,ободковая,бабочка,черный/прозрачный,53.0,17.0,135.0,,,оптика,бабочка_пластик_черный/прозрачный,M_L_M,бабочка_пластик_черный/прозрачный_M_L_M
STS-10118-F820,STEPPER,женские,пластик,ободковая,бабочка,розовый,52.0,16.0,135.0,,,оптика,бабочка_пластик_розовый,M_L_M,бабочка_пластик_розовый_M_L_M
STS-10120-F500,STEPPER,женские,пластик,ободковая,необычные,синий,53.0,14.0,135.0,,,оптика,необычные_пластик_синий,M_L_S,необычные_пластик_синий_M_L_S
STS-10120-F800,STEPPER,женские,пластик,ободковая,необычные,фиолетовый,53.0,14.0,135.0,,,оптика,необычные_пластик_фиолетовый,M_L_S,необычные_пластик_фиолетовый_M_L_S
STS-10120-F900,STEPPER,женские,пластик,ободковая,необычные,черный,53.0,14.0,135.0,,,оптика,необычные_пластик_черный,M_L_S,необычные_пластик_черный_M_L_S
STS-10121-F220,STEPPER,женские,пластик,ободковая,необычные,серый,54.0,16.0,135.0,,,оптика,необычные_пластик_серый,M_L_M,необычные_пластик_серый_M_L_M
STS-10123-F350,STEPPER,женские,пластик,ободковая,бабочка,розовый,52.0,16.0,135.0,,,оптика,бабочка_пластик_розовый,M_L_M,бабочка_пластик_розовый_M_L_M
STS-10123-F830,STEPPER,женские,пластик,ободковая,бабочка,сиреневый,52.0,16.0,135.0,,,оптика,бабочка_пластик_сиреневый,M_L_M,бабочка_пластик_сиреневый_M_L_M
STS-10125-F230,STEPPER,женские,пластик,ободковая,круглые,многоцветный,51.0,16.0,135.0,,,оптика,круглые_пластик_многоцветный,M_M_M,круглые_пластик_многоцветный_M_M_M
STS-10125-F540,STEPPER,женские,пластик,ободковая,круглые,многоцветный,51.0,16.0,135.0,,,оптика,круглые_пластик_многоцветный,M_M_M,круглые_пластик_многоцветный_M_M_M
STS-10125-F840,STEPPER,женские,пластик,ободковая,круглые,многоцветный,51.0,16.0,135.0,,,оптика,круглые_пластик_многоцветный,M_M_M,круглые_пластик_многоцветный_M_M_M
STS-10128-F250,STEPPER,мужские,пластик,ободковая,трапеция,серый,55.0,14.0,140.0,,,оптика,трапеция_пластик_серый,M_L_S,трапеция_пластик_серый_M_L_S
STS-10128-F560,STEPPER,мужские,пластик,ободковая,прямоугольные,синий,55.0,14.0,140.0,,,оптика,прямоугольные_пластик_синий,M_L_S,прямоугольные_пластик_синий_M_L_S
STS-10128-F960,STEPPER,мужские,пластик,ободковая,прямоугольные,черный,55.0,14.0,140.0,,,оптика,прямоугольные_пластик_черный,M_L_S,прямоугольные_пластик_черный_M_L_S
STS-10131-F880,STEPPER,женские,пластик,ободковая,бабочка,сиреневый,53.0,13.0,135.0,,,оптика,бабочка_пластик_сиреневый,M_L_S,бабочка_пластик_сиреневый_M_L_S
STS-10136-F630,STEPPER,женские,пластик,ободковая,трапеция,многоцветный,54.0,16.0,140.0,,,оптика,трапеция_пластик_многоцветный,M_L_M,трапеция_пластик_многоцветный_M_L_M
STS-10139-F920,STEPPER,универсальные,пластик,ободковая,гексагон,черный/прозрачный,51.0,18.0,135.0,,,оптика,гексагон_пластик_черный/прозрачный,M_M_L,гексагон_пластик_черный/прозрачный_M_M_L
STS-10150-F110,STEPPER,женские,пластик,ободковая,бабочка,многоцветный,52.0,14.0,135.0,,,оптика,бабочка_пластик_многоцветный,M_L_S,бабочка_пластик_многоцветный_M_L_S
STS-10152-F110,STEPPER,женские,пластик,ободковая,квадратные,коричневый,51.0,16.0,135.0,,,оптика,квадратные_пластик_коричневый,M_M_M,квадратные_пластик_коричневый_M_M_M
STS-10152-F290,STEPPER,женские,пластик,ободковая,квадратные,черный/серый,51.0,16.0,135.0,,,оптика,квадратные_пластик_черный/серый,M_M_M,квадратные_пластик_черный/серый_M_M_M
STS-30013-F990,STEPPER,мужские,пластик,ободковая,прямоугольные,черный,54.0,16.0,140.0,,,оптика,прямоугольные_пластик_черный,M_L_M,прямоугольные_пластик_черный_M_L_M
STS-30021-F820,STEPPER,женские,пластик,ободковая,бабочка,коричневый,54.0,14.0,135.0,,,оптика,бабочка_пластик_коричневый,M_L_S,бабочка_пластик_коричневый_M_L_S
STS-30021-F920,STEPPER,женские,пластик,ободковая,бабочка,черный,54.0,14.0,135.0,,,оптика,бабочка_пластик_черный,M_L_S,бабочка_пластик_черный_M_L_S
STS-30026-F920,STEPPER,мужские,пластик,ободковая,трапеция,черный,55.0,14.0,140.0,,,оптика,трапеция_пластик_черный,M_L_S,трапеция_пластик_черный_M_L_S
STS-30036-F990,STEPPER,женские,пластик,ободковая,овальные,,53.0,15.0,135.0,,,оптика,,M_L_S,
STS-30037-F990,STEPPER,универсальные,пластик,ободковая,прямоугольные,черный,53.0,16.0,140.0,,,оптика,прямоугольные_пластик_черный,M_L_M,прямоугольные_пластик_черный_M_L_M
STS-30038-F200,STEPPER,универсальные,металл и пластик,ободковая,прямоугольные,прозрачный,49.0,21.0,140.0,,,оптика,прямоугольные_металл и пластик_прозрачный,M_M_L,прямоугольные_металл и пластик_прозрачный_M_M_L
STS-30038-F590,STEPPER,универсальные,металл и пластик,ободковая,прямоугольные,синий,49.0,21.0,140.0,,,оптика,прямоугольные_металл и пластик_синий,M_M_L,прямоугольные_металл и пластик_синий_M_M_L
STS-30039-F590,STEPPER,универсальные,пластик,ободковая,квадратные,синий,49.0,21.0,135.0,,,оптика,квадратные_пластик_синий,M_M_L,квадратные_пластик_синий_M_M_L
STS-30042-F820,STEPPER,женские,пластик,ободковая,бабочка,,,,,,,оптика,,L_L_L,
STS-30047-F500,STEPPER,мужские,пластик,ободковая,трапеция,синий,53.0,16.0,140.0,,,оптика,трапеция_пластик_синий,M_L_M,трапеция_пластик_синий_M_L_M
STS-30050-F599,STEPPER,женские,пластик,ободковая,необычные,,53.0,14.0,140.0,,,оптика,,M_L_S,
STS-30056-F399,STEPPER,женские,пластик,ободковая,кошачий глаз,розовый,52.0,17.0,145.0,,,оптика,кошачий глаз_пластик_розовый,L_L_M,кошачий глаз_пластик_розовый_L_L_M
STS-30057-F590,STEPPER,женские,металл и пластик,ободковая,круглые,синий,50.0,20.0,145.0,,,оптика,круглые_металл и пластик_синий,L_M_L,круглые_металл и пластик_синий_L_M_L
STS-30058-F390,STEPPER,женские,пластик,ободковая,панто,красный,48.0,18.0,135.0,,,оптика,панто_пластик_красный,M_M_L,панто_пластик_красный_M_M_L
STS-30058-F690,STEPPER,женские,пластик,ободковая,бабочка,,48.0,18.0,135.0,,,оптика,,M_M_L,
STS-30058-F890,STEPPER,женские,пластик,ободковая,бабочка,,48.0,18.0,135.0,,,оптика,,M_M_L,
STS-30061-F990,STEPPER,универсальные,пластик,ободковая,прямоугольные,,51.0,16.0,140.0,,,оптика,,M_M_M,
STS-30066-F190,STEPPER,универсальные,пластик,ободковая,прямоугольные,,52.0,16.0,135.0,,,оптика,,M_L_M,
STS-30068-F310,STEPPER,женские,пластик,ободковая,бабочка,розовый,53.0,15.0,135.0,,,оптика,бабочка_пластик_розовый,M_L_S,бабочка_пластик_розовый_M_L_S
STS-30068-F660,STEPPER,женские,пластик,ободковая,бабочка,зеленый,53.0,15.0,135.0,,,оптика,бабочка_пластик_зеленый,M_L_S,бабочка_пластик_зеленый_M_L_S
STS-30068-F880,STEPPER,женские,пластик,ободковая,бабочка,красный,53.0,15.0,135.0,,,оптика,бабочка_пластик_красный,M_L_S,бабочка_пластик_красный_M_L_S
STS-30069-F910,STEPPER,женские,пластик,ободковая,необычные,черный,51.0,17.0,135.0,,,оптика,необычные_пластик_черный,M_M_M,необычные_пластик_черный_M_M_M
STS-30071-F920,STEPPER,женские,пластик,ободковая,панто,черный,48.0,17.0,135.0,,,оптика,панто_пластик_черный,M_M_M,панто_пластик_черный_M_M_M
STS-30072-F220,STEPPER,женские,пластик,ободковая,бабочка,серый,52.0,13.0,135.0,,,оптика,бабочка_пластик_серый,M_L_S,бабочка_пластик_серый_M_L_S
STS-40057-F054,STEPPER,женские,металл,ободковая,трапеция,,55.0,15.0,135.0,,,оптика,,M_L_S,
STS-40108-F013,STEPPER,мужские,металл,ободковая,трапеция,коричневый/серебристый,55.0,16.0,140.0,,,оптика,трапеция_металл_коричневый/серебристый,M_L_M,трапеция_металл_коричневый/серебристый_M_L_M
STS-40108-F051,STEPPER,мужские,металл,ободковая,трапеция,синий,55.0,16.0,140.0,,,оптика,трапеция_металл_синий,M_L_M,трапеция_металл_синий_M_L_M
STS-40108-F061,STEPPER,мужские,металл,ободковая,трапеция,черный,55.0,16.0,140.0,,,оптика,трапеция_металл_черный,M_L_M,трапеция_металл_черный_M_L_M
STS-40116-F022,STEPPER,универсальные,металл,ободковая,круглые,серый,50.0,19.0,140.0,,,оптика,круглые_металл_серый,M_M_L,круглые_металл_серый_M_M_L
STS-40123-F082,STEPPER,женские,металл,ободковая,бабочка,,51.0,17.0,135.0,,,оптика,,M_M_M,
STS-40128-F016,STEPPER,женские,металл,ободковая,бабочка,,53.0,17.0,135.0,,,оптика,,M_L_M,
STS-40135-F039,STEPPER,универсальные,металл,ободковая,круглые,красный,43.0,27.0,135.0,,,оптика,круглые_металл_красный,M_S_L,круглые_металл_красный_M_S_L
STS-40141-F022,STEPPER,женские,металл,ободковая,бабочка,коричневый,54.0,16.0,140.0,,,оптика,бабочка_металл_коричневый,M_L_M,бабочка_металл_коричневый_M_L_M
STS-40141-F085,STEPPER,женские,металл,ободковая,трапеция,серый,54.0,16.0,140.0,,,оптика,трапеция_металл_серый,M_L_M,трапеция_металл_серый_M_L_M
STS-40142-F091,STEPPER,универсальные,металл,ободковая,круглые,черный/золотой,48.0,20.0,140.0,,,оптика,круглые_металл_черный/золотой,M_M_L,круглые_металл_черный/золотой_M_M_L
STS-40142-F099,STEPPER,универсальные,металл,ободковая,круглые,черный,48.0,20.0,140.0,,,оптика,круглые_металл_черный,M_M_L,круглые_металл_черный_M_M_L
STS-40143-F052,STEPPER,мужские,металл,ободковая,прямоугольные,многоцветный,58.0,13.0,140.0,,,оптика,прямоугольные_металл_многоцветный,M_L_S,прямоугольные_металл_многоцветный_M_L_S
STS-40143-F091,STEPPER,мужские,металл,ободковая,трапеция,коричневый,58.0,13.0,140.0,,,оптика,трапеция_металл_коричневый,M_L_S,трапеция_металл_коричневый_M_L_S
STS-40143-F092,STEPPER,мужские,металл,ободковая,прямоугольные,черный/серый,58.0,13.0,140.0,,,оптика,прямоугольные_металл_черный/серый,M_L_S,прямоугольные_металл_черный/серый_M_L_S
STS-40152-F091,STEPPER,женские,металл,ободковая,трапеция,черный,55.0,16.0,140.0,,,оптика,трапеция_металл_черный,M_L_M,трапеция_металл_черный_M_L_M
STS-40153-F032,STEPPER,женские,металл,ободковая,панто,бордовый,51.0,18.0,140.0,,,оптика,панто_металл_бордовый,M_M_L,панто_металл_бордовый_M_M_L
STS-40153-F091,STEPPER,женские,металл,ободковая,панто,черный,51.0,18.0,140.0,,,оптика,панто_металл_черный,M_M_L,панто_металл_черный_M_M_L
STS-40155-F029,STEPPER,универсальные,металл,ободковая,панто,черный,50.0,19.0,140.0,,,оптика,панто_металл_черный,M_M_L,панто_металл_черный_M_M_L
STS-40155-F059,STEPPER,универсальные,металл,ободковая,панто,серый,50.0,19.0,140.0,,,оптика,панто_металл_серый,M_M_L,панто_металл_серый_M_M_L
STS-40168-F019,STEPPER,женские,металл,ободковая,кошачий глаз,черный/коричневый,52.0,18.0,135.0,,,оптика,кошачий глаз_металл_черный/коричневый,M_L_L,кошачий глаз_металл_черный/коричневый_M_L_L
STS-40168-F039,STEPPER,женские,металл,ободковая,кошачий глаз,черный/красный,52.0,18.0,135.0,,,оптика,кошачий глаз_металл_черный/красный,M_L_L,кошачий глаз_металл_черный/красный_M_L_L
STS-40168-F059,STEPPER,женские,металл,ободковая,кошачий глаз,черный/синий,52.0,18.0,135.0,,,оптика,кошачий глаз_металл_черный/синий,M_L_L,кошачий глаз_металл_черный/синий_M_L_L
STS-40168-F069,STEPPER,женские,металл,ободковая,кошачий глаз,бирюзовый,52.0,18.0,135.0,,,оптика,кошачий глаз_металл_бирюзовый,M_L_L,кошачий глаз_металл_бирюзовый_M_L_L
STS-40168-F099,STEPPER,женские,металл,ободковая,кошачий глаз,черный,52.0,18.0,135.0,,,оптика,кошачий глаз_металл_черный,M_L_L,кошачий глаз_металл_черный_M_L_L
STS-40170-F090,STEPPER,женские,металл,полуободковая,бабочка,черный,51.0,17.0,140.0,,,оптика,бабочка_металл_черный,M_M_M,бабочка_металл_черный_M_M_M
STS-40172-F092,STEPPER,универсальные,металл,ободковая,круглые,черный,43.0,27.0,135.0,,,оптика,круглые_металл_черный,M_S_L,круглые_металл_черный_M_S_L
STS-40177-F060,STEPPER,женские,металл,ободковая,бабочка,,53.0,15.0,135.0,,,оптика,,M_L_S,
STS-40177-F080,STEPPER,женские,металл,ободковая,кошачий глаз,бордовый,53.0,15.0,135.0,,,оптика,кошачий глаз_металл_бордовый,M_L_S,кошачий глаз_металл_бордовый_M_L_S
STS-40178-F090,STEPPER,женские,металл,ободковая,бабочка,черный,54.0,16.0,140.0,,,оптика,бабочка_металл_черный,M_L_M,бабочка_металл_черный_M_L_M
STS-40179-F090,STEPPER,женские,металл,полуободковая,бабочка,черный,53.0,15.0,135.0,,,оптика,бабочка_металл_черный,M_L_S,бабочка_металл_черный_M_L_S
STS-40180-F010,STEPPER,женские,металл,ободковая,необычные,золотой,54.0,15.0,135.0,,,оптика,необычные_металл_золотой,M_L_S,необычные_металл_золотой_M_L_S
STS-40180-F022,STEPPER,женские,металл,ободковая,необычные,темно-серый,54.0,15.0,135.0,,,оптика,необычные_металл_темно-серый,M_L_S,необычные_металл_темно-серый_M_L_S
STS-40181-F010,STEPPER,универсальные,металл,ободковая,капли,золотой,54.0,15.0,135.0,,,оптика,капли_металл_золотой,M_L_S,капли_металл_золотой_M_L_S
STS-40208-F023,STEPPER,женские,металл,ободковая,панто,серый/золотой,54.0,16.0,140.0,,,оптика,панто_металл_серый/золотой,M_L_M,панто_металл_серый/золотой_M_L_M
STS-40208-F065,STEPPER,женские,металл,ободковая,кошачий глаз,синий,54.0,16.0,140.0,,,оптика,кошачий глаз_металл_синий,M_L_M,кошачий глаз_металл_синий_M_L_M
STS-40208-F082,STEPPER,женские,металл,ободковая,бабочка,серый/серебристый,54.0,16.0,140.0,,,оптика,бабочка_металл_серый/серебристый,M_L_M,бабочка_металл_серый/серебристый_M_L_M
STS-40211-F054,STEPPER,женские,металл и пластик,ободковая,необычные,,49.0,17.0,140.0,,,оптика,,M_M_M,
STS-40212-F031,STEPPER,женские,металл и пластик,ободковая,необычные,,50.0,16.0,135.0,,,оптика,,M_M_M,
STS-40216-F088,STEPPER,женские,металл,ободковая,бабочка,,53.0,16.0,135.0,,,оптика,,M_L_M,
STS-40222-F033,STEPPER,женские,металл и пластик,ободковая,бабочка,бронзовый,51.0,18.0,135.0,,,оптика,бабочка_металл и пластик_бронзовый,M_M_L,бабочка_металл и пластик_бронзовый_M_M_L
STS-40226-F066,STEPPER,женские,металл,ободковая,трапеция,зеленый,53.0,17.0,140.0,,,оптика,трапеция_металл_зеленый,M_L_M,трапеция_металл_зеленый_M_L_M
STS-40227-F010,STEPPER,женские,металл,ободковая,квадратные,золотой,53.0,17.0,140.0,,,оптика,квадратные_металл_золотой,M_L_M,квадратные_металл_золотой_M_L_M
