article,brand,gender_frame,material,frame_type,form,color,lens_width,bridge_width,temples_length,price,cost,категория,class_style,class_size,class_full
6094-02,VENTO,мужские,металл,ободковая,квадратные,серый,61.0,17.0,145.0,,,солнцезащитные,квадратные_металл_серый,L_L_M,квадратные_металл_серый_L_L_M
6094-03,VENTO,мужские,металл,ободковая,квадратные,темно-серый,61.0,17.0,145.0,,,солнцезащитные,квадратные_металл_темно-серый,L_L_M,квадратные_металл_темно-серый_L_L_M
6095-01,VENTO,мужские,металл,ободковая,капли,черный,62.0,15.0,145.0,,,солнцезащитные,капли_металл_черный,L_L_S,капли_металл_черный_L_L_S
6095-02,VENTO,мужские,металл,ободковая,капли,коричневый,62.0,15.0,145.0,,,солнцезащитные,капли_металл_коричневый,L_L_S,капли_металл_коричневый_L_L_S
6096-11,VENTO,мужские,пластик,ободковая,спортивные,черный,58.0,17.0,138.0,,,солнцезащитные,спортивные_пластик_черный,M_L_M,спортивные_пластик_черный_M_L_M
6096-12,VENTO,мужские,пластик,ободковая,спортивные,,58.0,17.0,138.0,,,солнцезащитные,,M_L_M,
6097-11,VENTO,мужские,пластик,ободковая,спортивные,,60.0,16.0,130.0,,,солнцезащитные,,S_L_M,
6102-13,VENTO,мужские,пластик,ободковая,прямоугольные,черный,55.0,15.0,138.0,,,солнцезащитные,прямоугольные_пластик_черный,M_L_S,прямоугольные_пластик_черный_M_L_S
6106-11,VENTO,универсальные,пластик,ободковая,трапеция,,57.0,15.0,145.0,,,солнцезащитные,,L_L_S,
6106-13,VENTO,универсальные,пластик,ободковая,трапеция,черный,57.0,15.0,145.0,,,солнцезащитные,трапеция_пластик_черный,L_L_S,трапеция_пластик_черный_L_L_S
6108-11,VENTO,мужские,пластик,ободковая,прямоугольные,черный,57.0,16.0,145.0,,,солнцезащитные,прямоугольные_пластик_черный,L_L_M,прямоугольные_пластик_черный_L_L_M
6111/S-807M9,POLAROID,универсальные,пластик,ободковая,гексагон,,51.0,18.0,140.0,,,солнцезащитные,,M_M_L,
