article,brand,gender_frame,material,frame_type,form,color,lens_width,bridge_width,temples_length,price,cost,категория,class_style,class_size,class_full
1196/S-003AO,HUGO,мужские,металл,ободковая,необычные,,54.0,18.0,145.0,,,солнцезащитные,,L_L_L,
1202S-001,GUCCI,женские,пластик,ободковая,круглые,черный,57.0,19.0,140.0,,,солнцезащитные,круглые_пластик_черный,M_L_L,круглые_пластик_черный_M_L_L
1202S-004,GUCCI,женские,пластик,ободковая,круглые,гавана,57.0,19.0,140.0,,,солнцезащитные,круглые_пластик_гавана,M_L_L,круглые_пластик_гавана_M_L_L
1203S-002,GUCCI,женские,металл,безободковая,необычные,золотой,65.0,16.0,140.0,,,солнцезащитные,необычные_металл_золотой,M_L_M,необычные_металл_золотой_M_L_M
1207/S-R81JW,HUGO,мужские,металл,ободковая,капли,серый,58.0,15.0,145.0,,,солнцезащитные,капли_металл_серый,L_L_S,капли_металл_серый_L_L_S
1214S-002,BOTTEGA VENETA,универсальные,пластик,ободковая,необычные,,,,,,,солнцезащитные,,L_L_L,
1219/S-807AO,HUGO,универсальные,пластик,ободковая,прямоугольные,,54.0,19.0,145.0,,,солнцезащитные,,L_L_L,
1219/S-807IR,HUGO,универсальные,пластик,ободковая,прямоугольные,черный,54.0,19.0,145.0,,,солнцезащитные,прямоугольные_пластик_черный,L_L_L,прямоугольные_пластик_черный_L_L_L
1221S-001,GUCCI,универсальные,металл,безободковая,прямоугольные,золотой,56.0,16.0,140.0,,,солнцезащитные,прямоугольные_металл_золотой,M_L_M,прямоугольные_металл_золотой_M_L_M
1221S-002,GUCCI,универсальные,металл,безободковая,прямоугольные,золотой,56.0,16.0,140.0,,,солнцезащитные,прямоугольные_металл_золотой,M_L_M,прямоугольные_металл_золотой_M_L_M
1221S-003,GUCCI,универсальные,металл,безободковая,прямоугольные,золотой,56.0,16.0,140.0,,,солнцезащитные,прямоугольные_металл_золотой,M_L_M,прямоугольные_металл_золотой_M_L_M
1221S-004,GUCCI,универсальные,металл,безободковая,прямоугольные,золотой,56.0,16.0,140.0,,,солнцезащитные,прямоугольные_металл_золотой,M_L_M,прямоугольные_металл_золотой_M_L_M
1226S-001,GUCCI,мужские,металл и пластик,полуободковая,клабмастеры,черный/золотой,53.0,20.0,145.0,,,солнцезащитные,клабмастеры_металл и пластик_черный/золотой,L_L_L,клабмастеры_металл и пластик_черный/золотой_L_L_L
1226S-002,GUCCI,мужские,металл и пластик,полуободковая,квадратные,гавана,53.0,20.0,145.0,,,солнцезащитные,квадратные_металл и пластик_гавана,L_L_L,квадратные_металл и пластик_гавана_L_L_L
1239S-004,GUCCI,универсальные,пластик,ободковая,маска,черный,58.0,16.0,145.0,,,солнцезащитные,маска_пластик_черный,L_L_M,маска_пластик_черный_L_L_M
1240S-003,GUCCI,женские,пластик,ободковая,бабочка,многоцветный,57.0,20.0,145.0,,,солнцезащитные,бабочка_пластик_многоцветный,L_L_L,бабочка_пластик_многоцветный_L_L_L
1241/S-TBODC,HUGO,мужские,пластик,ободковая,капли,оливковый,56.0,15.0,145.0,,,солнцезащитные,капли_пластик_оливковый,L_L_S,капли_пластик_оливковый_L_L_S
1241S-001,GUCCI,женские,пластик,ободковая,бабочка,черный,56.0,23.0,145.0,,,солнцезащитные,бабочка_пластик_черный,L_L_L,бабочка_пластик_черный_L_L_L
1254/S-807IR,HUGO,мужские,пластик,ободковая,овальные,черный,57.0,19.0,140.0,,,солнцезащитные,овальные_пластик_черный,M_L_L,овальные_пластик_черный_M_L_L
1257S-003,GUCCI,женские,пластик,ободковая,бабочка,черепаховый,53.0,22.0,145.0,,,солнцезащитные,бабочка_пластик_черепаховый,L_L_L,бабочка_пластик_черепаховый_L_L_L
1259/S-807IR,HUGO,универсальные,пластик,ободковая,квадратные,черный,51.0,21.0,140.0,,,солнцезащитные,квадратные_пластик_черный,M_M_L,квадратные_пластик_черный_M_M_L
1261S-001,GUCCI,женские,пластик,ободковая,трапеция,черный,54.0,20.0,145.0,,,солнцезащитные,трапеция_пластик_черный,L_L_L,трапеция_пластик_черный_L_L_L
1264S-001,GUCCI,женские,пластик,ободковая,бабочка,черный,52.0,18.0,145.0,,,солнцезащитные,бабочка_пластик_черный,L_L_L,бабочка_пластик_черный_L_L_L
1269/S-003IR,HUGO,мужские,металл,ободковая,капли,черный,57.0,16.0,145.0,,,солнцезащитные,капли_металл_черный,L_L_M,капли_металл_черный_L_L_M
1279S-001,GUCCI,женские,металл,безободковая,квадратные,золотой,54.0,21.0,140.0,,,солнцезащитные,квадратные_металл_золотой,M_L_L,квадратные_металл_золотой_M_L_L
1279S-002,GUCCI,женские,металл,безободковая,квадратные,золотой,54.0,21.0,140.0,,,солнцезащитные,квадратные_металл_золотой,M_L_L,квадратные_металл_золотой_M_L_L
1280/S-6LBT4,HUGO,мужские,металл,безободковая,прямоугольные,серый,63.0,17.0,135.0,,,солнцезащитные,прямоугольные_металл_серый,M_L_M,прямоугольные_металл_серый_M_L_M
1280/S-V81IR,HUGO,мужские,металл,безободковая,прямоугольные,темно-серый,63.0,17.0,135.0,,,солнцезащитные,прямоугольные_металл_темно-серый,M_L_M,прямоугольные_металл_темно-серый_M_L_M
1289S-001,GUCCI,мужские,металл,ободковая,капли,серый,62.0,14.0,145.0,,,солнцезащитные,капли_металл_серый,L_L_S,капли_металл_серый_L_L_S
1289S-002,GUCCI,мужские,металл,ободковая,капли,золотой,62.0,14.0,145.0,,,солнцезащитные,капли_металл_золотой,L_L_S,капли_металл_золотой_L_L_S
1296/S-OITAO,HUGO,универсальные,пластик,ободковая,авиаторы,черный,60.0,14.0,145.0,,,солнцезащитные,авиаторы_пластик_черный,L_L_S,авиаторы_пластик_черный_L_L_S
1300S-001,GUCCI,женские,пластик,ободковая,бабочка,черный,55.0,19.0,145.0,,,солнцезащитные,бабочка_пластик_черный,L_L_L,бабочка_пластик_черный_L_L_L
1300S-004,GUCCI,женские,пластик,ободковая,бабочка,черный,55.0,19.0,145.0,,,солнцезащитные,бабочка_пластик_черный,L_L_L,бабочка_пластик_черный_L_L_L
1309S-005,GUCCI,универсальные,пластик,ободковая,капли,черный,57.0,17.0,145.0,,,солнцезащитные,капли_пластик_черный,L_L_M,капли_пластик_черный_L_L_M
1311S-001,GUCCI,универсальные,металл,ободковая,капли,серый,61.0,15.0,145.0,,,солнцезащитные,капли_металл_серый,L_L_S,капли_металл_серый_L_L_S
1314S-005,GUCCI,женские,пластик,ободковая,квадратные,бежевый,55.0,19.0,140.0,,,солнцезащитные,квадратные_пластик_бежевый,M_L_L,квадратные_пластик_бежевый_M_L_L
1319-06,CUTLER AND GROSS,универсальные,пластик,ободковая,необычные,черный,55.0,17.0,145.0,,,солнцезащитные,необычные_пластик_черный,L_L_M,необычные_пластик_черный_L_L_M
1322SA-002,GUCCI,женские,металл,полуободковая,гексагон,золотой,64.0,16.0,135.0,,,солнцезащитные,гексагон_металл_золотой,M_L_M,гексагон_металл_золотой_M_L_M
1331S-006,GUCCI,женские,пластик,ободковая,прямоугольные,многоцветный,54.0,16.0,145.0,,,солнцезащитные,прямоугольные_пластик_многоцветный,L_L_M,прямоугольные_пластик_многоцветный_L_L_M
1345S-002,GUCCI,универсальные,пластик,ободковая,трапеция,черный,57.0,16.0,145.0,,,солнцезащитные,трапеция_пластик_черный,L_L_M,трапеция_пластик_черный_L_L_M
1345S-004,GUCCI,универсальные,пластик,ободковая,трапеция,синий,57.0,16.0,145.0,,,солнцезащитные,трапеция_пластик_синий,L_L_M,трапеция_пластик_синий_L_L_M
135-92EP,CHOPARD,мужские,пластик,ободковая,прямоугольные,,57.0,20.0,140.0,,,солнцезащитные,,M_L_L,
135-U28P,CHOPARD,мужские,пластик,ободковая,квадратные,черный,57.0,20.0,140.0,,,солнцезащитные,квадратные_пластик_черный,M_L_L,квадратные_пластик_черный_M_L_L
135-XANP,CHOPARD,мужские,пластик,ободковая,прямоугольные,бордовый,57.0,20.0,140.0,,,солнцезащитные,прямоугольные_пластик_бордовый,M_L_L,прямоугольные_пластик_бордовый_M_L_L
1368-01,CUTLER AND GROSS,женские,пластик,ободковая,прямоугольные,черный,53.0,19.0,145.0,,,солнцезащитные,прямоугольные_пластик_черный,L_L_L,прямоугольные_пластик_черный_L_L_L
1394-04,CUTLER AND GROSS,универсальные,пластик,ободковая,капли,бежевый,57.0,19.0,150.0,,,солнцезащитные,капли_пластик_бежевый,L_L_L,капли_пластик_бежевый_L_L_L
14-023 17P,MARIO ROSSI,подростковые универсальные,пластик,ободковая,необычные,,47.0,17.0,130.0,,,солнцезащитные,,S_S_M,
1401S-001,GUCCI,женские,пластик,ободковая,кошачий глаз,черный,53.0,19.0,130.0,,,солнцезащитные,кошачий глаз_пластик_черный,S_L_L,кошачий глаз_пластик_черный_S_L_L
1401S-002,GUCCI,женские,пластик,ободковая,кошачий глаз,черепаховый,53.0,19.0,130.0,,,солнцезащитные,кошачий глаз_пластик_черепаховый,S_L_L,кошачий глаз_пластик_черепаховый_S_L_L
1407S-003,GUCCI,женские,пластик,ободковая,бабочка,черепаховый,54.0,19.0,140.0,,,солнцезащитные,бабочка_пластик_черепаховый,M_L_L,бабочка_пластик_черепаховый_M_L_L
1421S-001,GUCCI,женские,пластик,ободковая,бабочка,черный,51.0,20.0,145.0,,,солнцезащитные,бабочка_пластик_черный,L_M_L,бабочка_пластик_черный_L_M_L
1425S-001,GUCCI,женские,пластик,ободковая,прямоугольные,черный,53.0,21.0,145.0,,,солнцезащитные,прямоугольные_пластик_черный,L_L_L,прямоугольные_пластик_черный_L_L_L
1427S-001,GUCCI,мужские,пластик,ободковая,трапеция,черный,53.0,21.0,145.0,,,солнцезащитные,трапеция_пластик_черный,L_L_L,трапеция_пластик_черный_L_L_L
1427S-002,GUCCI,мужские,пластик,ободковая,квадратные,черный,53.0,21.0,145.0,,,солнцезащитные,квадратные_пластик_черный,L_L_L,квадратные_пластик_черный_L_L_L
1434S-003,GUCCI,женские,металл,ободковая,квадратные,золотой,57.0,19.0,145.0,,,солнцезащитные,квадратные_металл_золотой,L_L_L,квадратные_металл_золотой_L_L_L
1441/S-086UC,BOSS,мужские,металл,ободковая,прямоугольные,серый,60.0,16.0,150.0,,,солнцезащитные,прямоугольные_металл_серый,L_L_M,прямоугольные_металл_серый_L_L_M
1441/S-807M9,BOSS,мужские,металл,ободковая,прямоугольные,,60.0,16.0,150.0,,,солнцезащитные,,L_L_M,
1441S-003,GUCCI,мужские,металл,ободковая,квадратные,серебристый,58.0,16.0,145.0,,,солнцезащитные,квадратные_металл_серебристый,L_L_M,квадратные_металл_серебристый_L_L_M
1445/CS-08699,BOSS,мужские,металл и пластик,ободковая,квадратные,,52.0,20.0,145.0,,,солнцезащитные,,L_L_L,
1445/CS-80799,BOSS,мужские,металл и пластик,ободковая,квадратные,,52.0,20.0,145.0,,,солнцезащитные,,L_L_L,
1447/S-0031I,BOSS,мужские,металл,ободковая,капли,,61.0,14.0,145.0,,,солнцезащитные,,L_L_S,
1447/S-KJ186,BOSS,мужские,металл,ободковая,капли,серебристый,61.0,14.0,145.0,,,солнцезащитные,капли_металл_серебристый,L_L_S,капли_металл_серебристый_L_L_S
1450/S-003M9,BOSS,мужские,пластик,ободковая,квадратные,черный,57.0,19.0,145.0,,,солнцезащитные,квадратные_пластик_черный,L_L_L,квадратные_пластик_черный_L_L_L
1450/S-O6WIR,BOSS,мужские,пластик,ободковая,трапеция,черный,57.0,19.0,145.0,,,солнцезащитные,трапеция_пластик_черный,L_L_L,трапеция_пластик_черный_L_L_L
1451/S-O6WIR,BOSS,мужские,пластик,ободковая,трапеция,черный,59.0,18.0,145.0,,,солнцезащитные,трапеция_пластик_черный,L_L_L,трапеция_пластик_черный_L_L_L
1468/F/S-807IR,BOSS,мужские,металл,ободковая,капли,черный,63.0,14.0,150.0,,,солнцезащитные,капли_металл_черный,L_L_S,капли_металл_черный_L_L_S
1468/F/S-R80IR,BOSS,мужские,металл,ободковая,капли,серый,63.0,14.0,150.0,,,солнцезащитные,капли_металл_серый,L_L_S,капли_металл_серый_L_L_S
1468/F/S-R80T4,BOSS,мужские,металл,ободковая,капли,серый,63.0,14.0,150.0,,,солнцезащитные,капли_металл_серый,L_L_S,капли_металл_серый_L_L_S
1486/S-PTAM9,BOSS,мужские,металл и пластик,ободковая,капли,черный/серый,54.0,21.0,145.0,,,солнцезащитные,капли_металл и пластик_черный/серый,L_L_L,капли_металл и пластик_черный/серый_L_L_L
1497/S-O6W25,BOSS,мужские,пластик,ободковая,спортивные,черный,57.0,18.0,140.0,,,солнцезащитные,спортивные_пластик_черный,M_L_L,спортивные_пластик_черный_M_L_L
1544-490,TED BAKER,женские,пластик,ободковая,панто,,51.0,19.0,145.0,,,солнцезащитные,,L_M_L,
1570-001,TED BAKER,универсальные,металл,ободковая,капли,,60.0,15.0,145.0,,,солнцезащитные,,L_L_S,
1574/S-GP770,BOSS,мужские,пластик,ободковая,прямоугольные,зеленый,53.0,19.0,150.0,,,солнцезащитные,прямоугольные_пластик_зеленый,L_L_L,прямоугольные_пластик_зеленый_L_L_L
1579/S-08A2K,BOSS,мужские,пластик,ободковая,прямоугольные,черный,57.0,17.0,150.0,,,солнцезащитные,прямоугольные_пластик_черный,L_L_M,прямоугольные_пластик_черный_L_L_M
1580/S-V841I,BOSS,мужские,металл,ободковая,прямоугольные,серебристый,59.0,16.0,145.0,,,солнцезащитные,прямоугольные_металл_серебристый,L_L_M,прямоугольные_металл_серебристый_L_L_M
1596/S-807A9,BOSS,мужские,пластик,ободковая,прямоугольные,черный,53.0,19.0,145.0,,,солнцезащитные,прямоугольные_пластик_черный,L_L_L,прямоугольные_пластик_черный_L_L_L
1607/S-10ATI,BOSS,мужские,пластик,ободковая,маска,коричневый,99.0,1.0,125.0,,,солнцезащитные,маска_пластик_коричневый,S_L_S,маска_пластик_коричневый_S_L_S
1607/S-VK6TI,BOSS,мужские,пластик,ободковая,маска,белый,99.0,1.0,125.0,,,солнцезащитные,маска_пластик_белый,S_L_S,маска_пластик_белый_S_L_S
1612/F/SK-6LBIR,BOSS,мужские,металл,ободковая,авиаторы,серебристый,61.0,15.0,145.0,,,солнцезащитные,авиаторы_металл_серебристый,L_L_S,авиаторы_металл_серебристый_L_L_S
163/3-065,CAZAL,мужские,пластик,ободковая,необычные,прозрачный,59.0,12.0,135.0,,,солнцезащитные,необычные_пластик_прозрачный,M_L_S,необычные_пластик_прозрачный_M_L_S
163/3-1,CAZAL,мужские,пластик,ободковая,квадратные,черный,59.0,12.0,135.0,,,солнцезащитные,квадратные_пластик_черный,M_L_S,квадратные_пластик_черный_M_L_S
1631S-004,GUCCI,универсальные,пластик,безободковая,маска,черный,99.0,1.0,115.0,,,солнцезащитные,маска_пластик_черный,S_L_S,маска_пластик_черный_S_L_S
1635-101,TED BAKER,универсальные,пластик,ободковая,трапеция,оливковый,52.0,18.0,145.0,,,солнцезащитные,трапеция_пластик_оливковый,L_L_L,трапеция_пластик_оливковый_L_L_L
1635-601,TED BAKER,универсальные,пластик,ободковая,трапеция,серый,52.0,18.0,145.0,,,солнцезащитные,трапеция_пластик_серый,L_L_L,трапеция_пластик_серый_L_L_L
164/3-002,CAZAL,универсальные,пластик,ободковая,прямоугольные,прозрачный,58.0,12.0,135.0,,,солнцезащитные,прямоугольные_пластик_прозрачный,M_L_S,прямоугольные_пластик_прозрачный_M_L_S
1641/S-0039O,BOSS,мужские,металл,ободковая,капли,черный,60.0,14.0,150.0,,,солнцезащитные,капли_металл_черный,L_L_S,капли_металл_черный_L_L_S
1641/S-R80HA,BOSS,мужские,металл,ободковая,капли,коричневый,60.0,14.0,150.0,,,солнцезащитные,капли_металл_коричневый,L_L_S,капли_металл_коричневый_L_L_S
1647/S-807IR,BOSS,мужские,пластик,ободковая,квадратные,черный,55.0,18.0,145.0,,,солнцезащитные,квадратные_пластик_черный,L_L_L,квадратные_пластик_черный_L_L_L
1655-001,TED BAKER,универсальные,пластик,ободковая,панто,черный,52.0,19.0,145.0,,,солнцезащитные,панто_пластик_черный,L_L_L,панто_пластик_черный_L_L_L
1716-401,TED BAKER,женские,металл,безободковая,маска,золотой,142.0,,135.0,,,солнцезащитные,маска_металл_золотой,M_L_L,маска_металл_золотой_M_L_L
1724-001,TED BAKER,универсальные,пластик,ободковая,вайфайеры,черный,53.0,19.0,145.0,,,солнцезащитные,вайфайеры_пластик_черный,L_L_L,вайфайеры_пластик_черный_L_L_L
1724-104,TED BAKER,универсальные,пластик,ободковая,вайфайеры,черепаховый,53.0,19.0,145.0,,,солнцезащитные,вайфайеры_пластик_черепаховый,L_L_L,вайфайеры_пластик_черепаховый_L_L_L
1727-002,TED BAKER,мужские,металл,ободковая,трапеция,черный/золотой,55.0,16.0,145.0,,,солнцезащитные,трапеция_металл_черный/золотой,L_L_M,трапеция_металл_черный/золотой_L_L_M
1727-104,TED BAKER,мужские,металл,ободковая,трапеция,коричневый,55.0,16.0,145.0,,,солнцезащитные,трапеция_металл_коричневый,L_L_M,трапеция_металл_коричневый_L_L_M
1729-910,TED BAKER,универсальные,металл,ободковая,прямоугольные,серый,56.0,17.0,140.0,,,солнцезащитные,прямоугольные_металл_серый,M_L_M,прямоугольные_металл_серый_M_L_M
1732-001,TED BAKER,женские,пластик,ободковая,бабочка,черный,54.0,16.0,140.0,,,солнцезащитные,бабочка_пластик_черный,M_L_M,бабочка_пластик_черный_M_L_M
1738-001,TED BAKER,женские,пластик,ободковая,бабочка,черный,55.0,18.0,140.0,,,солнцезащитные,бабочка_пластик_черный,M_L_L,бабочка_пластик_черный_M_L_L
1738-100,TED BAKER,женские,пластик,ободковая,бабочка,черепаховый,55.0,18.0,140.0,,,солнцезащитные,бабочка_пластик_черепаховый,M_L_L,бабочка_пластик_черепаховый_M_L_L
1741-001,TED BAKER,женские,пластик,ободковая,кошачий глаз,черный,55.0,18.0,140.0,,,солнцезащитные,кошачий глаз_пластик_черный,M_L_L,кошачий глаз_пластик_черный_M_L_L
1741-657,TED BAKER,женские,пластик,ободковая,кошачий глаз,синий,55.0,18.0,140.0,,,солнцезащитные,кошачий глаз_пластик_синий,M_L_L,кошачий глаз_пластик_синий_M_L_L
1742-657,TED BAKER,женские,пластик,ободковая,бабочка,синий,53.0,17.0,140.0,,,солнцезащитные,бабочка_пластик_синий,M_L_M,бабочка_пластик_синий_M_L_M
1743-421,TED BAKER,женские,металл,ободковая,кошачий глаз,золотой,55.0,16.0,135.0,,,солнцезащитные,кошачий глаз_металл_золотой,M_L_M,кошачий глаз_металл_золотой_M_L_M
1744-401,TED BAKER,женские,металл,ободковая,круглые,золотой,54.0,18.0,135.0,,,солнцезащитные,круглые_металл_золотой,M_L_L,круглые_металл_золотой_M_L_L
1744-421,TED BAKER,женские,металл,ободковая,круглые,золотой,54.0,18.0,135.0,,,солнцезащитные,круглые_металл_золотой,M_L_L,круглые_металл_золотой_M_L_L
183 -0594,BLUMARINE,женские,металл,безободковая,прямоугольные,золотой,70.0,16.0,125.0,,,солнцезащитные,прямоугольные_металл_золотой,S_L_M,прямоугольные_металл_золотой_S_L_M
191 -0300,BLUMARINE,женские,металл,безободковая,квадратные,золотой,58.0,17.0,135.0,,,солнцезащитные,квадратные_металл_золотой,M_L_M,квадратные_металл_золотой_M_L_M
192 -0300,BLUMARINE,женские,металл,безободковая,овальные,золотой,61.0,17.0,135.0,,,солнцезащитные,овальные_металл_золотой,M_L_M,овальные_металл_золотой_M_L_M
192 -579X,BLUMARINE,женские,металл,безободковая,овальные,серебристый,61.0,17.0,135.0,,,солнцезащитные,овальные_металл_серебристый,M_L_M,овальные_металл_серебристый_M_L_M
199-R43X,FILA,универсальные,пластик,ободковая,спортивные,темно-серый,99.0,,125.0,,,солнцезащитные,спортивные_пластик_темно-серый,S_L_L,спортивные_пластик_темно-серый_S_L_L
2032-01,NICE,женские,пластик,ободковая,бабочка,черный,54.0,19.0,147.0,,,солнцезащитные,бабочка_пластик_черный,L_L_L,бабочка_пластик_черный_L_L_L
2033-01,NICE,женские,пластик,ободковая,бабочка,черный,59.0,15.0,135.0,,,солнцезащитные,бабочка_пластик_черный,M_L_S,бабочка_пластик_черный_M_L_S
2033-02,NICE,женские,пластик,ободковая,бабочка,коричневый,59.0,15.0,135.0,,,солнцезащитные,бабочка_пластик_коричневый,M_L_S,бабочка_пластик_коричневый_M_L_S
2034-01,FLAMINGO,женские,металл,полуободковая,необычные,серый,50.0,20.0,144.0,,,солнцезащитные,необычные_металл_серый,M_M_L,необычные_металл_серый_M_M_L
2034-02,FLAMINGO,женские,металл,полуободковая,необычные,бронзовый,50.0,20.0,144.0,,,солнцезащитные,необычные_металл_бронзовый,M_M_L,необычные_металл_бронзовый_M_M_L
2035-01,NICE,женские,пластик,ободковая,бабочка,черный,56.0,18.0,145.0,,,солнцезащитные,бабочка_пластик_черный,L_L_L,бабочка_пластик_черный_L_L_L
2038-01,NICE,женские,пластик,ободковая,бабочка,серый,54.0,19.0,150.0,,,солнцезащитные,бабочка_пластик_серый,L_L_L,бабочка_пластик_серый_L_L_L
2038-03,NICE,женские,пластик,ободковая,бабочка,зеленый,54.0,19.0,150.0,,,солнцезащитные,бабочка_пластик_зеленый,L_L_L,бабочка_пластик_зеленый_L_L_L
2096/S-807M9,POLAROID,универсальные,пластик,ободковая,панто,,48.0,23.0,145.0,,,солнцезащитные,,L_M_L,
2101/S-003UС,POLAROID,мужские,металл,ободковая,квадратные,,63.0,14.0,130.0,,,солнцезащитные,,S_L_S,
2128/S-N6TM9,POLAROID,универсальные,пластик,ободковая,трапеция,,55.0,17.0,140.0,,,солнцезащитные,,M_L_M,
2138/S-O6WM9,POLAROID,универсальные,пластик,ободковая,трапеция,черный,56.0,17.0,140.0,,,солнцезащитные,трапеция_пластик_черный,M_L_M,трапеция_пластик_черный_M_L_M
2142/S-RC2M9,POLAROID,мужские,пластик,ободковая,спортивные,черный/оранжевый,61.0,11.0,135.0,,,солнцезащитные,спортивные_пластик_черный/оранжевый,M_L_S,спортивные_пластик_черный/оранжевый_M_L_S
2149/S-71CEX,POLAROID,мужские,пластик,ободковая,квадратные,черный,57.0,17.0,140.0,,,солнцезащитные,квадратные_пластик_черный,M_L_M,квадратные_пластик_черный_M_L_M
2149/S-8LZM9,POLAROID,мужские,пластик,ободковая,квадратные,черный,57.0,17.0,140.0,,,солнцезащитные,квадратные_пластик_черный,M_L_M,квадратные_пластик_черный_M_L_M
2150/S-08AM9,POLAROID,универсальные,пластик,ободковая,панто,черный,52.0,20.0,140.0,,,солнцезащитные,панто_пластик_черный,M_L_L,панто_пластик_черный_M_L_L
2151/S-0VK5X,POLAROID,мужские,пластик,ободковая,спортивные,черный/синий,62.0,11.0,140.0,,,солнцезащитные,спортивные_пластик_черный/синий,M_L_S,спортивные_пластик_черный/синий_M_L_S
2153/S-0VKC3,POLAROID,мужские,пластик,ободковая,спортивные,черный/синий,58.0,16.0,135.0,,,солнцезащитные,спортивные_пластик_черный/синий,M_L_M,спортивные_пластик_черный/синий_M_L_M
2154/S-O6WM9,POLAROID,мужские,пластик,ободковая,спортивные,черный,64.0,17.0,130.0,,,солнцезащитные,спортивные_пластик_черный,S_L_M,спортивные_пластик_черный_S_L_M
21M-531P,CHOPARD,мужские,металл,ободковая,прямоугольные,черный,60.0,15.0,145.0,,,солнцезащитные,прямоугольные_металл_черный,L_L_S,прямоугольные_металл_черный_L_L_S
226/3-001,CAZAL,женские,металл,ободковая,необычные,черный/золотой,61.0,12.0,135.0,,,солнцезащитные,необычные_металл_черный/золотой,M_L_S,необычные_металл_черный/золотой_M_L_S
2340-2,SANTARELLI,универсальные,металл,ободковая,квадратные,коричневый,56.0,16.0,140.0,,,солнцезащитные,квадратные_металл_коричневый,M_L_M,квадратные_металл_коричневый_M_L_M
288S-0721,CHOPARD,женские,пластик,ободковая,квадратные,черный,57.0,17.0,140.0,,,солнцезащитные,квадратные_пластик_черный,M_L_M,квадратные_пластик_черный_M_L_M
3002-06A,TRUSSARDI,универсальные,металл,ободковая,квадратные,темно-серый,56.0,18.0,145.0,,,солнцезащитные,квадратные_металл_темно-серый,L_L_L,квадратные_металл_темно-серый_L_L_L
3002-09A,TRUSSARDI,универсальные,металл,ободковая,квадратные,коричневый/золотой,56.0,18.0,145.0,,,солнцезащитные,квадратные_металл_коричневый/золотой,L_L_L,квадратные_металл_коричневый/золотой_L_L_L
3003-A01,HICKMANN,женские,металл и пластик,ободковая,необычные,черный/золотой,51.5,19.0,135.0,,,солнцезащитные,необычные_металл и пластик_черный/золотой,M_M_L,необычные_металл и пластик_черный/золотой_M_M_L
3003-D01,HICKMANN,женские,металл и пластик,ободковая,необычные,белый,51.5,19.0,135.0,,,солнцезащитные,необычные_металл и пластик_белый,M_M_L,необычные_металл и пластик_белый_M_M_L
3005-09B,TRUSSARDI,женские,металл,ободковая,квадратные,черный/золотой,61.0,16.0,148.0,,,солнцезащитные,квадратные_металл_черный/золотой,L_L_M,квадратные_металл_черный/золотой_L_L_M
3006-04B,TRUSSARDI,женские,металл,ободковая,прямоугольные,серебристый/золотой,57.0,17.0,145.0,,,солнцезащитные,прямоугольные_металл_серебристый/золотой,L_L_M,прямоугольные_металл_серебристый/золотой_L_L_M
3025-004/51,RAY BAN,универсальные,металл,ободковая,авиаторы,серебристый,58.0,14.0,,,,солнцезащитные,авиаторы_металл_серебристый,L_L_S,авиаторы_металл_серебристый_L_L_S
30MontaigneMini RI-10A1,DIOR,женские,пластик,ободковая,круглые,,51.0,20.0,135.0,,,солнцезащитные,,M_M_L,
30MontaigneMini RI-20F1,DIOR,женские,пластик,ободковая,круглые,,51.0,20.0,135.0,,,солнцезащитные,,M_M_L,
3169-12A,HICKMANN,женские,металл,ободковая,бабочка,черный/золотой,58.0,16.0,142.0,,,солнцезащитные,бабочка_металл_черный/золотой,M_L_M,бабочка_металл_черный/золотой_M_L_M
3171-A01,HICKMANN,женские,металл и пластик,ободковая,квадратные,черный/золотой,56.5,17.5,142.0,,,солнцезащитные,квадратные_металл и пластик_черный/золотой,M_L_M,квадратные_металл и пластик_черный/золотой_M_L_M
3176-A01,HICKMANN,женские,металл и пластик,ободковая,квадратные,черный/золотой,54.0,18.0,140.0,,,солнцезащитные,квадратные_металл и пластик_черный/золотой,M_L_L,квадратные_металл и пластик_черный/золотой_M_L_L
3182-06A,HICKMANN,женские,металл,ободковая,панто,синий/золотой,56.0,18.0,145.0,,,солнцезащитные,панто_металл_синий/золотой,L_L_L,панто_металл_синий/золотой_L_L_L
3182-09A,HICKMANN,женские,металл,ободковая,панто,черный/золотой,56.0,18.0,145.0,,,солнцезащитные,панто_металл_черный/золотой,L_L_L,панто_металл_черный/золотой_L_L_L
3183-04D,HICKMANN,женские,металл,ободковая,круглые,золотой,58.0,17.0,145.0,,,солнцезащитные,круглые_металл_золотой,L_L_M,круглые_металл_золотой_L_L_M
3184-04A,HICKMANN,женские,металл,ободковая,квадратные,золотой,57.0,15.0,145.0,,,солнцезащитные,квадратные_металл_золотой,L_L_S,квадратные_металл_золотой_L_L_S
3184-09A,HICKMANN,женские,металл,ободковая,квадратные,черный,57.0,15.0,145.0,,,солнцезащитные,квадратные_металл_черный,L_L_S,квадратные_металл_черный_L_L_S
3235-09A,ANA HICKMANN,женские,металл,ободковая,бабочка,черный,58.0,17.5,142.0,,,солнцезащитные,бабочка_металл_черный,M_L_M,бабочка_металл_черный_M_L_M
3264-09A,ANA HICKMANN,женские,металл,ободковая,необычные,черный/золотой,59.0,16.0,145.0,,,солнцезащитные,необычные_металл_черный/золотой,L_L_M,необычные_металл_черный/золотой_L_L_M
