class,total_sales,pos_pct,category,style_class,size_class,style_category,size_category
квадратные_пластик_бежевый_L_L_L,3,0.29952830188679247,X,квадратные_пластик_бежевый,L_L_L,X,X
прямоугольные_пластик_коричневый_M_L_L,3,0.3007075471698113,X,прямоугольные_пластик_коричневый,M_L_L,X,X
овальные_металл_серый_M_L_M,3,0.3018867924528302,X,овальные_металл_серый,M_L_M,X,X
прямоугольные_металл_золотой_S_L_S,3,0.30306603773584906,X,прямоугольные_металл_золотой,S_L_S,X,x
прямоугольные_металл_серый_L_L_L,3,0.30424528301886794,X,прямоугольные_металл_серый,L_L_L,X,X
капли_металл и пластик_оливковый_L_L_L,3,0.30542452830188677,X,капли_металл и пластик_оливковый,L_L_L,x,X
капли_металл_коричневый_L_L_M,3,0.30660377358490565,X,капли_металл_коричневый,L_L_M,X,X
квадратные_металл_серый_L_L_L,3,0.30778301886792453,X,квадратные_металл_серый,L_L_L,X,X
квадратные_металл_коричневый_M_L_M,3,0.3089622641509434,X,квадратные_металл_коричневый,M_L_M,X,X
квадратные_металл_черный/золотой_M_L_M,3,0.31014150943396224,X,квадратные_металл_черный/золотой,M_L_M,X,X
квадратные_металл_черный_M_L_L,3,0.3113207547169811,X,квадратные_металл_черный,M_L_L,X,X
прямоугольные_титан_золотой_L_L_L,3,0.3125,X,прямоугольные_титан_золотой,L_L_L,x,X
кошачий глаз_пластик_многоцветный_L_L_L,3,0.3136792452830189,X,кошачий глаз_пластик_многоцветный,L_L_L,X,X
кошачий глаз_пластик_фиолетовый_L_L_L,3,0.31485849056603776,X,кошачий глаз_пластик_фиолетовый,L_L_L,x,X
кошачий глаз_пластик_черный_L_L_M,3,0.3160377358490566,X,кошачий глаз_пластик_черный,L_L_M,X,X
маска_металл_серый_M_L_S,3,0.31721698113207547,X,маска_металл_серый,M_L_S,X,X
круглые_титан_черный_M_L_L,3,0.31839622641509435,X,круглые_титан_черный,M_L_L,X,X
квадратные_металл_розовый_M_L_M,3,0.31957547169811323,X,квадратные_металл_розовый,M_L_M,x,X
бабочка_металл и пластик_розовый_M_L_M,3,0.32075471698113206,X,бабочка_металл и пластик_розовый,M_L_M,x,X
бабочка_пластик_бежевый_L_L_L,3,0.32193396226415094,X,бабочка_пластик_бежевый,L_L_L,X,X
круглые_металл_золотой_M_L_M,3,0.3231132075471698,X,круглые_металл_золотой,M_L_M,X,X
кошачий глаз_пластик_черный_M_M_L,3,0.3242924528301887,X,кошачий глаз_пластик_черный,M_M_L,X,X
бабочка_металл_синий/золотой_M_L_M,3,0.32547169811320753,X,бабочка_металл_синий/золотой,M_L_M,X,X
бабочка_металл_коричневый/золотой_M_L_M,3,0.3266509433962264,X,бабочка_металл_коричневый/золотой,M_L_M,X,X
бабочка_пластик_бирюзовый_L_L_L,3,0.3278301886792453,X,бабочка_пластик_бирюзовый,L_L_L,X,X
бабочка_пластик_бирюзовый_M_L_L,3,0.3290094339622642,X,бабочка_пластик_бирюзовый,M_L_L,X,X
бабочка_металл_черный_M_L_M,3,0.330188679245283,X,бабочка_металл_черный,M_L_M,X,X
бабочка_пластик_белый_M_L_L,2,0.3313679245283019,X,бабочка_пластик_белый,M_L_L,x,X
бабочка_металл_черный/серый_M_L_M,2,0.33254716981132076,X,бабочка_металл_черный/серый,M_L_M,x,X
бабочка_металл_черный_L_L_M,2,0.33372641509433965,X,бабочка_металл_черный,L_L_M,X,X
бабочка_металл_серый_M_L_M,2,0.33490566037735847,X,бабочка_металл_серый,M_L_M,x,X
бабочка_металл_темно-серый_L_L_M,2,0.33608490566037735,X,бабочка_металл_темно-серый,L_L_M,Y,X
круглые_пластик_розовый_S_S_M,2,0.33726415094339623,X,круглые_пластик_розовый,S_S_M,x,Y
круглые_металл_синий/серебристый_M_M_L,2,0.3384433962264151,X,круглые_металл_синий/серебристый,M_M_L,Y,X
круглые_металл_черный/серебристый_M_M_L,2,0.33962264150943394,X,круглые_металл_черный/серебристый,M_M_L,Y,X
круглые_металл_золотой_M_L_L,2,0.3408018867924528,X,круглые_металл_золотой,M_L_L,X,X
круглые_металл_золотой_M_M_L,2,0.3419811320754717,X,круглые_металл_золотой,M_M_L,X,X
круглые_металл_коричневый/золотой_L_M_L,2,0.3431603773584906,X,круглые_металл_коричневый/золотой,L_M_L,x,X
круглые_металл_серебристый_M_L_M,2,0.3443396226415094,X,круглые_металл_серебристый,M_L_M,X,X
круглые_металл и пластик_черный/серый_M_L_L,2,0.3455188679245283,X,круглые_металл и пластик_черный/серый,M_L_L,x,X
трапеция_пластик_синий_L_L_M,2,0.3466981132075472,X,трапеция_пластик_синий,L_L_M,X,X
авиаторы_металл_серебристый_L_L_S,2,0.34787735849056606,X,авиаторы_металл_серебристый,L_L_S,X,X
трапеция_металл_желтый_M_L_S,2,0.3490566037735849,X,трапеция_металл_желтый,M_L_S,x,X
бабочка_пластик_серый_L_L_M,2,0.35023584905660377,x,бабочка_пластик_серый,L_L_M,X,X
бабочка_пластик_красный_M_L_L,2,0.35141509433962265,x,бабочка_пластик_красный,M_L_L,x,X
бабочка_пластик_многоцветный_M_L_M,2,0.35259433962264153,x,бабочка_пластик_многоцветный,M_L_M,X,X
бабочка_пластик_голубой_L_L_L,2,0.35377358490566035,x,бабочка_пластик_голубой,L_L_L,x,X
бабочка_пластик_зеленый_M_L_L,2,0.35495283018867924,x,бабочка_пластик_зеленый,M_L_L,X,X
прямоугольные_пластик_черный_S_S_M,2,0.3561320754716981,x,прямоугольные_пластик_черный,S_S_M,X,Y
маска_пластик_черный_L_L_M,2,0.357311320754717,x,маска_пластик_черный,L_L_M,X,X
маска_пластик_синий_L_L_L,2,0.3584905660377358,x,маска_пластик_синий,L_L_L,X,X
маска_пластик_розовый_L_L_L,2,0.3596698113207547,x,маска_пластик_розовый,L_L_L,Y,X
кошачий глаз_пластик_синий_L_L_L,2,0.3608490566037736,x,кошачий глаз_пластик_синий,L_L_L,x,X
кошачий глаз_пластик_малиновый_L_L_L,2,0.36202830188679247,x,кошачий глаз_пластик_малиновый,L_L_L,Y,X
кошачий глаз_пластик_зеленый_L_L_L,2,0.3632075471698113,x,кошачий глаз_пластик_зеленый,L_L_L,x,X
кошачий глаз_пластик_коричневый_L_M_L,2,0.3643867924528302,x,кошачий глаз_пластик_коричневый,L_M_L,X,X
маска_металл_зеленый_M_L_S,2,0.36556603773584906,x,маска_металл_зеленый,M_L_S,Y,X
маска_металл_золотой_L_L_L,2,0.36674528301886794,x,маска_металл_золотой,L_L_L,X,X
круглые_пластик_черный_M_L_L,2,0.36792452830188677,x,круглые_пластик_черный,M_L_L,X,X
круглые_титан_бронзовый_L_L_L,2,0.36910377358490565,x,круглые_титан_бронзовый,L_L_L,x,X
круглые_титан_золотой_S_S_L,2,0.37028301886792453,x,круглые_титан_золотой,S_S_L,x,x
круглые_пластик_коричневый_M_M_L,2,0.3714622641509434,x,круглые_пластик_коричневый,M_M_L,Y,X
бабочка_металл_золотой_L_L_S,2,0.37264150943396224,x,бабочка_металл_золотой,L_L_S,X,X
авиаторы_металл_серебристый_L_L_L,2,0.3738207547169811,x,авиаторы_металл_серебристый,L_L_L,X,X
бабочка_металл_золотой_M_L_S,2,0.375,x,бабочка_металл_золотой,M_L_S,X,X
бабочка_металл и пластик_синий/серебристый_M_L_M,2,0.3761792452830189,x,бабочка_металл и пластик_синий/серебристый,M_L_M,Y,X
квадратные_металл_черный/золотой_L_L_M,2,0.37735849056603776,x,квадратные_металл_черный/золотой,L_L_M,X,X
квадратные_металл_черный_L_L_M,2,0.3785377358490566,x,квадратные_металл_черный,L_L_M,X,X
квадратные_металл_черный_L_L_S,2,0.37971698113207547,x,квадратные_металл_черный,L_L_S,X,X
квадратные_металл_серебристый_M_L_M,2,0.38089622641509435,x,квадратные_металл_серебристый,M_L_M,X,X
квадратные_металл_золотой_L_L_S,2,0.38207547169811323,x,квадратные_металл_золотой,L_L_S,X,X
панто_металл и пластик_фиолетовый_M_L_L,2,0.38325471698113206,x,панто_металл и пластик_фиолетовый,M_L_L,Y,X
панто_металл и пластик_черный/красный_M_L_L,2,0.38443396226415094,x,панто_металл и пластик_черный/красный,M_L_L,Y,X
панто_металл и пластик_черный/серебристый_M_L_L,2,0.3856132075471698,x,панто_металл и пластик_черный/серебристый,M_L_L,Y,X
панто_металл_бронзовый_M_L_M,2,0.3867924528301887,x,панто_металл_бронзовый,M_L_M,x,X
овальные_пластик_синий_S_S_S,2,0.38797169811320753,x,овальные_пластик_синий,S_S_S,x,Y
овальные_пластик_черный_L_L_L,2,0.3891509433962264,x,овальные_пластик_черный,L_L_L,X,X
овальные_пластик_гавана_M_M_L,2,0.3903301886792453,x,овальные_пластик_гавана,M_M_L,X,X
овальные_пластик_бордовый_L_L_L,2,0.3915094339622642,x,овальные_пластик_бордовый,L_L_L,Y,X
квадратные_пластик_синий_L_L_L,2,0.392688679245283,x,квадратные_пластик_синий,L_L_L,X,X
квадратные_пластик_синий_L_M_S,2,0.3938679245283019,x,квадратные_пластик_синий,L_M_S,X,y
квадратные_пластик_многоцветный_M_L_M,2,0.39504716981132076,x,квадратные_пластик_многоцветный,M_L_M,x,X
квадратные_пластик_прозрачный_L_L_L,2,0.39622641509433965,x,квадратные_пластик_прозрачный,L_L_L,X,X
квадратные_пластик_прозрачный_L_L_M,2,0.39740566037735847,x,квадратные_пластик_прозрачный,L_L_M,X,X
квадратные_пластик_гавана_L_L_M,2,0.39858490566037735,x,квадратные_пластик_гавана,L_L_M,X,X
квадратные_пластик_зеленый_L_L_L,2,0.39976415094339623,x,квадратные_пластик_зеленый,L_L_L,x,X
квадратные_пластик_коричневый_L_L_L,2,0.4009433962264151,x,квадратные_пластик_коричневый,L_L_L,X,X
квадратные_металл_черный_M_L_S,2,0.40212264150943394,x,квадратные_металл_черный,M_L_S,X,X
квадратные_пластик_бежевый_M_L_L,2,0.4033018867924528,x,квадратные_пластик_бежевый,M_L_L,X,X
квадратные_пластик_белый_L_L_L,2,0.4044811320754717,x,квадратные_пластик_белый,L_L_L,x,X
гексагон_металл_золотой_M_L_M,2,0.4056603773584906,x,гексагон_металл_золотой,M_L_M,X,X
гексагон_металл и пластик_зеленый_L_L_L,2,0.4068396226415094,x,гексагон_металл и пластик_зеленый,L_L_L,x,X
вайфайеры_пластик_черный_L_M_L,2,0.4080188679245283,x,вайфайеры_пластик_черный,L_M_L,X,X
прямоугольные_пластик_прозрачный_M_L_S,2,0.4091981132075472,x,прямоугольные_пластик_прозрачный,M_L_S,X,X
прямоугольные_пластик_серый_L_L_L,2,0.41037735849056606,x,прямоугольные_пластик_серый,L_L_L,X,X
прямоугольные_пластик_гавана_L_M_L,2,0.4115566037735849,x,прямоугольные_пластик_гавана,L_M_L,X,X
прямоугольные_пластик_голубой_L_L_L,2,0.41273584905660377,x,прямоугольные_пластик_голубой,L_L_L,X,X
прямоугольные_пластик_бежевый_L_L_L,2,0.41391509433962265,x,прямоугольные_пластик_бежевый,L_L_L,X,X
прямоугольные_пластик_бирюзовый_L_L_L,2,0.41509433962264153,x,прямоугольные_пластик_бирюзовый,L_L_L,x,X
прямоугольные_металл_серый_M_L_M,2,0.41627358490566035,x,прямоугольные_металл_серый,M_L_M,X,X
прямоугольные_металл_черный/золотой_L_L_L,2,0.41745283018867924,x,прямоугольные_металл_черный/золотой,L_L_L,x,X
квадратные_титан_черный/коричневый_M_M_L,2,0.4186320754716981,x,квадратные_титан_черный/коричневый,M_M_L,Y,X
панто_пластик_голубой_L_L_L,2,0.419811320754717,x,панто_пластик_голубой,L_L_L,X,X
панто_металл_темно-серый_M_L_L,2,0.4209905660377358,x,панто_металл_темно-серый,M_L_L,X,X
панто_металл_черный_M_L_L,2,0.4221698113207547,x,панто_металл_черный,M_L_L,X,X
панто_металл_синий/золотой_L_L_L,2,0.4233490566037736,x,панто_металл_синий/золотой,L_L_L,x,X
панто_металл_темно-серый_L_L_L,2,0.42452830188679247,x,панто_металл_темно-серый,L_L_L,X,X
панто_металл_золотой_M_M_L,2,0.4257075471698113,x,панто_металл_золотой,M_M_L,X,X
прямоугольные_металл_серебристый_L_L_M,2,0.4268867924528302,x,прямоугольные_металл_серебристый,L_L_M,X,X
прямоугольные_металл_серебристый_L_L_S,2,0.42806603773584906,x,прямоугольные_металл_серебристый,L_L_S,X,X
прямоугольные_металл_серебристый/золотой_L_L_M,2,0.42924528301886794,x,прямоугольные_металл_серебристый/золотой,L_L_M,x,X
прямоугольные_металл и пластик_черный/золотой_L_L_M,2,0.43042452830188677,x,прямоугольные_металл и пластик_черный/золотой,L_L_M,x,X
прямоугольные_металл_золотой_L_L_M,2,0.43160377358490565,x,прямоугольные_металл_золотой,L_L_M,X,X
прямоугольные_металл_золотой_L_L_S,2,0.43278301886792453,x,прямоугольные_металл_золотой,L_L_S,X,X
капли_металл_коричневый/золотой_M_L_S,2,0.4339622641509434,x,капли_металл_коричневый/золотой,M_L_S,Y,X
гексагон_металл_серый_L_L_L,2,0.43514150943396224,x,гексагон_металл_серый,L_L_L,Y,X
гексагон_пластик_коричневый_L_L_L,2,0.4363207547169811,x,гексагон_пластик_коричневый,L_L_L,x,X
панто_пластик_синий_M_L_L,2,0.4375,x,панто_пластик_синий,M_L_L,X,X
панто_металл_розовый_M_L_L,2,0.4386792452830189,x,панто_металл_розовый,M_L_L,x,X
квадратные_металл_черный/золотой_L_L_L,2,0.43985849056603776,x,квадратные_металл_черный/золотой,L_L_L,X,X
квадратные_пластик_черный_L_M_L,2,0.4410377358490566,x,квадратные_пластик_черный,L_M_L,X,X
квадратные_пластик_черный_M_M_L,2,0.44221698113207547,x,квадратные_пластик_черный,M_M_L,X,X
квадратные_пластик_черный/прозрачный_M_L_M,2,0.44339622641509435,x,квадратные_пластик_черный/прозрачный,M_L_M,Y,X
овальные_металл_коричневый/золотой_M_L_M,2,0.44457547169811323,x,овальные_металл_коричневый/золотой,M_L_M,Y,X
овальные_металл_серый/золотой_M_L_M,2,0.44575471698113206,x,овальные_металл_серый/золотой,M_L_M,Y,X
необычные_пластик_черный_M_L_L,2,0.44693396226415094,x,необычные_пластик_черный,M_L_L,X,X
необычные_пластик_черный_M_L_M,2,0.4481132075471698,x,необычные_пластик_черный,M_L_M,X,X
необычные_пластик_черный_L_L_L,2,0.4492924528301887,x,необычные_пластик_черный,L_L_L,X,X
необычные_металл_черный_M_L_L,2,0.45047169811320753,x,необычные_металл_черный,M_L_L,X,X
прямоугольные_пластик_черный/золотой_L_M_L,2,0.4516509433962264,x,прямоугольные_пластик_черный/золотой,L_M_L,Y,X
прямоугольные_пластик_черный_L_L_S,2,0.4528301886792453,x,прямоугольные_пластик_черный,L_L_S,X,X
прямоугольные_пластик_черепаховый_L_M_L,2,0.4540094339622642,x,прямоугольные_пластик_черепаховый,L_M_L,X,X
прямоугольные_пластик_темно-серый_L_L_L,2,0.455188679245283,x,прямоугольные_пластик_темно-серый,L_L_L,x,X
бабочка_титан_черный_M_L_L,2,0.4563679245283019,x,бабочка_титан_черный,M_L_L,x,X
бабочка_пластик_черепаховый_M_L_M,2,0.45754716981132076,x,бабочка_пластик_черепаховый,M_L_M,X,X
бабочка_пластик_черный/розовый_M_L_M,2,0.45872641509433965,x,бабочка_пластик_черный/розовый,M_L_M,x,X
бабочка_пластик_черепаховый_L_L_M,2,0.45990566037735847,x,бабочка_пластик_черепаховый,L_L_M,X,X
необычные_пластик_гавана_M_L_L,2,0.46108490566037735,x,необычные_пластик_гавана,M_L_L,Y,X
бабочка_металл_желтый_L_L_L,2,0.46226415094339623,x,бабочка_металл_желтый,L_L_L,Y,X
бабочка_металл_золотой_L_L_L,2,0.4634433962264151,x,бабочка_металл_золотой,L_L_L,X,X
панто_пластик_сиреневый_L_L_L,2,0.46462264150943394,x,панто_пластик_сиреневый,L_L_L,Y,X
панто_пластик_розовый_L_S_L,2,0.4658018867924528,x,панто_пластик_розовый,L_S_L,X,Y
панто_пластик_серый_S_S_M,2,0.4669811320754717,x,панто_пластик_серый,S_S_M,x,Y
панто_пластик_зеленый_L_L_L,2,0.4681603773584906,x,панто_пластик_зеленый,L_L_L,X,X
панто_пластик_коричневый_L_L_L,2,0.4693396226415094,x,панто_пластик_коричневый,L_L_L,Y,X
панто_пластик_оливковый_L_S_L,2,0.4705188679245283,x,панто_пластик_оливковый,L_S_L,x,Y
капли_пластик_черный_L_L_S,2,0.4716981132075472,x,капли_пластик_черный,L_L_S,X,X
капли_пластик_черный_M_L_M,2,0.47287735849056606,x,капли_пластик_черный,M_L_M,X,X
капли_титан_бронзовый_L_L_L,2,0.4740566037735849,x,капли_титан_бронзовый,L_L_L,Y,X
капли_металл_черный/серебристый_L_L_S,2,0.47523584905660377,x,капли_металл_черный/серебристый,L_L_S,X,X
капли_металл_черный_M_L_L,2,0.47641509433962265,x,капли_металл_черный,M_L_L,X,X
капли_металл_серый_L_L_M,2,0.47759433962264153,x,капли_металл_серый,L_L_M,X,X
квадратные_металл_бронзовый_L_L_S,2,0.47877358490566035,x,квадратные_металл_бронзовый,L_L_S,X,X
квадратные_металл и пластик_коричневый/серебристый_L_L_S,2,0.47995283018867924,x,квадратные_металл и пластик_коричневый/серебристый,L_L_S,Y,X
квадратные_металл и пластик_серый_M_L_L,2,0.4811320754716981,x,квадратные_металл и пластик_серый,M_L_L,x,X
квадратные_металл и пластик_черный/золотой_M_L_L,2,0.482311320754717,x,квадратные_металл и пластик_черный/золотой,M_L_L,X,X
капли_титан_черный_M_L_S,2,0.4834905660377358,x,капли_титан_черный,M_L_S,x,X
квадратные_металл и пластик_зеленый_L_L_L,2,0.4846698113207547,x,квадратные_металл и пластик_зеленый,L_L_L,Y,X
квадратные_металл и пластик_коричневый/золотой_L_L_L,2,0.4858490566037736,x,квадратные_металл и пластик_коричневый/золотой,L_L_L,X,X
необычные_металл_темно-серый_L_L_L,2,0.48702830188679247,x,необычные_металл_темно-серый,L_L_L,Y,X
необычные_металл_черный/серебристый_M_L_M,2,0.4882075471698113,x,необычные_металл_черный/серебристый,M_L_M,Y,X
необычные_металл_серебристый_M_L_M,2,0.4893867924528302,x,необычные_металл_серебристый,M_L_M,X,X
необычные_металл_серый_L_L_L,2,0.49056603773584906,x,необычные_металл_серый,L_L_L,X,X
необычные_металл_многоцветный_L_L_M,2,0.49174528301886794,x,необычные_металл_многоцветный,L_L_M,Y,X
кошачий глаз_пластик_бежевый_L_M_L,2,0.49292452830188677,x,кошачий глаз_пластик_бежевый,L_M_L,X,X
кошачий глаз_пластик_бирюзовый_M_L_M,2,0.49410377358490565,x,кошачий глаз_пластик_бирюзовый,M_L_M,Y,X
кошачий глаз_пластик_бордовый_L_M_L,2,0.49528301886792453,x,кошачий глаз_пластик_бордовый,L_M_L,X,X
кошачий глаз_пластик_бордовый_M_L_M,2,0.4964622641509434,x,кошачий глаз_пластик_бордовый,M_L_M,X,X
кошачий глаз_металл_серебристый_M_L_M,2,0.49764150943396224,x,кошачий глаз_металл_серебристый,M_L_M,X,X
кошачий глаз_металл_бордовый_M_L_L,2,0.4988207547169811,x,кошачий глаз_металл_бордовый,M_L_L,x,X
клабмастеры_металл и пластик_коричневый/золотой_L_M_L,2,0.5,x,клабмастеры_металл и пластик_коричневый/золотой,L_M_L,Y,X
клабмастеры_металл и пластик_черный/золотой_L_M_L,2,0.5011792452830188,Y,клабмастеры_металл и пластик_черный/золотой,L_M_L,X,X
бабочка_металл_розовый_L_L_M,2,0.5023584905660378,Y,бабочка_металл_розовый,L_L_M,X,X
бабочка_пластик_серый_M_L_S,2,0.5035377358490566,Y,бабочка_пластик_серый,M_L_S,X,X
бабочка_пластик_синий_L_L_L,2,0.5047169811320755,Y,бабочка_пластик_синий,L_L_L,x,X
бабочка_пластик_оливковый_M_L_M,2,0.5058962264150944,Y,бабочка_пластик_оливковый,M_L_M,Y,X
ромб_титан_черный_M_L_L,2,0.5070754716981132,Y,ромб_титан_черный,M_L_L,x,X
бабочка_металл и пластик_черный/золотой_M_L_M,2,0.5082547169811321,Y,бабочка_металл и пластик_черный/золотой,M_L_M,x,X
ромб_металл_золотой_M_L_L,2,0.5094339622641509,Y,ромб_металл_золотой,M_L_L,X,X
авиаторы_титан_золотой_L_L_L,2,0.5106132075471698,Y,авиаторы_титан_золотой,L_L_L,Y,X
спортивные_пластик_синий_L_L_S,2,0.5117924528301887,Y,спортивные_пластик_синий,L_L_S,X,X
трапеция_титан_серый_L_L_L,2,0.5129716981132075,Y,трапеция_титан_серый,L_L_L,Y,X
спортивные_пластик_черный/оранжевый_M_L_S,2,0.5141509433962265,Y,спортивные_пластик_черный/оранжевый,M_L_S,x,X
авиаторы_металл_темно-серый_M_L_M,2,0.5153301886792453,Y,авиаторы_металл_темно-серый,M_L_M,X,X
авиаторы_металл_черный_M_L_M,2,0.5165094339622641,Y,авиаторы_металл_черный,M_L_M,x,X
трапеция_титан_черный_M_L_L,1,0.5176886792452831,Y,трапеция_титан_черный,M_L_L,Y,X
авиаторы_металл_синий/серебристый_M_L_S,1,0.5188679245283019,Y,авиаторы_металл_синий/серебристый,M_L_S,z,X
авиаторы_металл_черный/золотой_L_L_S,1,0.5200471698113207,Y,авиаторы_металл_черный/золотой,L_L_S,z,X
авиаторы_металл_черный/серебристый_L_L_S,1,0.5212264150943396,Y,авиаторы_металл_черный/серебристый,L_L_S,z,X
авиаторы_металл_черный_M_L_S,1,0.5224056603773585,Y,авиаторы_металл_черный,M_L_S,x,X
авиаторы_пластик_черный_L_L_S,1,0.5235849056603774,Y,авиаторы_пластик_черный,L_L_S,y,X
авиаторы_титан_серебристый_L_L_L,1,0.5247641509433962,Y,авиаторы_титан_серебристый,L_L_L,Y,X
авиаторы_титан_серый_L_L_L,1,0.5259433962264151,Y,авиаторы_титан_серый,L_L_L,Y,X
авиаторы_титан_серый_M_L_S,1,0.527122641509434,Y,авиаторы_титан_серый,M_L_S,Y,X
авиаторы_титан_черный_M_L_S,1,0.5283018867924528,Y,авиаторы_титан_черный,M_L_S,Y,X
бабочка_металл и пластик_голубой_M_L_M,1,0.5294811320754716,Y,бабочка_металл и пластик_голубой,M_L_M,Y,X
бабочка_металл и пластик_серый_S_L_L,1,0.5306603773584906,Y,бабочка_металл и пластик_серый,S_L_L,Y,x
бабочка_металл и пластик_черный/золотой_L_L_L,1,0.5318396226415094,Y,бабочка_металл и пластик_черный/золотой,L_L_L,x,X
бабочка_металл и пластик_черный/золотой_M_L_L,1,0.5330188679245284,Y,бабочка_металл и пластик_черный/золотой,M_L_L,x,X
бабочка_металл_бронзовый_L_L_M,1,0.5341981132075472,Y,бабочка_металл_бронзовый,L_L_M,Y,X
бабочка_металл_бронзовый_L_L_S,1,0.535377358490566,Y,бабочка_металл_бронзовый,L_L_S,Y,X
спортивные_пластик_черный_S_M_M,1,0.5365566037735849,Y,спортивные_пластик_черный,S_M_M,X,y
спортивные_титан_серый_L_L_L,1,0.5377358490566038,Y,спортивные_титан_серый,L_L_L,Z,X
трапеция_металл_коричневый_L_L_M,1,0.5389150943396226,Y,трапеция_металл_коричневый,L_L_M,Z,X
трапеция_металл_серебристый_L_L_L,1,0.5400943396226415,Y,трапеция_металл_серебристый,L_L_L,Y,X
трапеция_металл_серебристый_M_L_M,1,0.5412735849056604,Y,трапеция_металл_серебристый,M_L_M,Y,X
трапеция_металл_темно-серый_L_L_L,1,0.5424528301886793,Y,трапеция_металл_темно-серый,L_L_L,Y,X
трапеция_металл_черный/золотой_L_L_M,1,0.5436320754716981,Y,трапеция_металл_черный/золотой,L_L_M,Y,X
трапеция_металл_черный/золотой_L_L_S,1,0.5448113207547169,Y,трапеция_металл_черный/золотой,L_L_S,Y,X
трапеция_металл_черный_M_L_L,1,0.5459905660377359,Y,трапеция_металл_черный,M_L_L,X,X
трапеция_пластик_белый_M_L_S,1,0.5471698113207547,Y,трапеция_пластик_белый,M_L_S,Y,X
бабочка_пластик_розовый_S_S_L,1,0.5483490566037735,Y,бабочка_пластик_розовый,S_S_L,X,x
бабочка_пластик_серый_M_L_L,1,0.5495283018867925,Y,бабочка_пластик_серый,M_L_L,X,X
бабочка_пластик_серый_M_M_L,1,0.5507075471698113,Y,бабочка_пластик_серый,M_M_L,X,X
бабочка_пластик_синий_M_L_M,1,0.5518867924528302,Y,бабочка_пластик_синий,M_L_M,x,X
бабочка_металл_коричневый_M_L_M,1,0.5530660377358491,Y,бабочка_металл_коричневый,M_L_M,Y,X
бабочка_металл_серебристый_L_L_L,1,0.5542452830188679,Y,бабочка_металл_серебристый,L_L_L,X,X
бабочка_металл_серый_L_L_L,1,0.5554245283018868,Y,бабочка_металл_серый,L_L_L,x,X
бабочка_металл_синий/золотой_M_L_L,1,0.5566037735849056,Y,бабочка_металл_синий/золотой,M_L_L,X,X
прямоугольные_пластик_черный_S_L_M,1,0.5577830188679245,Y,прямоугольные_пластик_черный,S_L_M,X,Y
прямоугольные_пластик_черный_S_M_M,1,0.5589622641509434,Y,прямоугольные_пластик_черный,S_M_M,X,y
бабочка_пластик_гавана_L_L_M,1,0.5601415094339622,Y,бабочка_пластик_гавана,L_L_M,x,X
бабочка_пластик_гавана_M_M_L,1,0.5613207547169812,Y,бабочка_пластик_гавана,M_M_L,x,X
бабочка_пластик_зеленый_L_M_L,1,0.5625,Y,бабочка_пластик_зеленый,L_M_L,X,X
бабочка_пластик_многоцветный_M_M_L,1,0.5636792452830188,Y,бабочка_пластик_многоцветный,M_M_L,X,X
бабочка_пластик_оранжевый_S_M_M,1,0.5648584905660378,Y,бабочка_пластик_оранжевый,S_M_M,z,y
бабочка_пластик_розовый_L_L_L,1,0.5660377358490566,Y,бабочка_пластик_розовый,L_L_L,X,X
прямоугольные_пластик_темно-серый_L_L_M,1,0.5672169811320755,Y,прямоугольные_пластик_темно-серый,L_L_M,x,X
прямоугольные_пластик_черепаховый_L_S_L,1,0.5683962264150944,Y,прямоугольные_пластик_черепаховый,L_S_L,X,Y
прямоугольные_пластик_черепаховый_M_L_L,1,0.5695754716981132,Y,прямоугольные_пластик_черепаховый,M_L_L,X,X
прямоугольные_пластик_черепаховый_M_L_M,1,0.5707547169811321,Y,прямоугольные_пластик_черепаховый,M_L_M,X,X
прямоугольные_пластик_черепаховый_M_M_L,1,0.5719339622641509,Y,прямоугольные_пластик_черепаховый,M_M_L,X,X
прямоугольные_пластик_черный/белый_L_L_L,1,0.5731132075471698,Y,прямоугольные_пластик_черный/белый,L_L_L,z,X
прямоугольные_пластик_черный/зеленый_L_M_L,1,0.5742924528301887,Y,прямоугольные_пластик_черный/зеленый,L_M_L,z,X
прямоугольные_пластик_черный/синий_L_L_L,1,0.5754716981132075,Y,прямоугольные_пластик_черный/синий,L_L_L,Y,X
вайфайеры_пластик_гавана_L_S_L,1,0.5766509433962265,Y,вайфайеры_пластик_гавана,L_S_L,z,Y
вайфайеры_пластик_голубой_S_L_L,1,0.5778301886792453,Y,вайфайеры_пластик_голубой,S_L_L,y,x
вайфайеры_пластик_зеленый_L_S_L,1,0.5790094339622641,Y,вайфайеры_пластик_зеленый,L_S_L,Z,Y
прямоугольные_пластик_серый_L_M_L,1,0.5801886792452831,Y,прямоугольные_пластик_серый,L_M_L,X,X
прямоугольные_пластик_серый_M_L_S,1,0.5813679245283019,Y,прямоугольные_пластик_серый,M_L_S,X,X
прямоугольные_пластик_синий_M_L_M,1,0.5825471698113207,Y,прямоугольные_пластик_синий,M_L_M,X,X
прямоугольные_пластик_синий_S_S_L,1,0.5837264150943396,Y,прямоугольные_пластик_синий,S_S_L,X,x
прямоугольные_пластик_синий_S_S_M,1,0.5849056603773585,Y,прямоугольные_пластик_синий,S_S_M,X,Y
кошачий глаз_пластик_синий_M_L_L,1,0.5860849056603774,Y,кошачий глаз_пластик_синий,M_L_L,x,X
